Plate	Patient	Cell_type	Well	Count
AS-217	GR	Monocytes	A1	23
AS-217	GR	Monocytes	A2	42
AS-217	GR	Monocytes	A3	23
AS-217	GR	Monocytes	A4	5
AS-217	GR	Monocytes	A5	1
AS-217	GR	Monocytes	A6	2137
AS-217	GR	Monocytes	A7	7
AS-217	GR	Monocytes	A8	317
AS-217	GR	Monocytes	A9	63
AS-217	GR	Monocytes	A10	8
AS-217	GR	Monocytes	A11	2
AS-217	GR	Monocytes	A12	51
AS-217	GR	Monocytes	A13	56
AS-217	GR	Monocytes	A14	2
AS-217	GR	Monocytes	A15	4
AS-217	GR	Monocytes	A16	61
AS-217	GR	Monocytes	A17	29
AS-217	GR	Monocytes	A18	45
AS-217	GR	Monocytes	A19	29
AS-217	GR	Monocytes	A20	26
AS-217	GR	Monocytes	A21	28
AS-217	GR	Monocytes	A22	39
AS-217	GR	Monocytes	A23	36
AS-217	GR	Monocytes	A24	49
AS-217	GR	Monocytes	B1	26
AS-217	GR	Monocytes	B2	819
AS-217	GR	Monocytes	B3	23
AS-217	GR	Monocytes	B4	8
AS-217	GR	Monocytes	B5	3
AS-217	GR	Monocytes	B6	34
AS-217	GR	Monocytes	B7	12
AS-217	GR	Monocytes	B8	54
AS-217	GR	Monocytes	B9	57
AS-217	GR	Monocytes	B10	3
AS-217	GR	Monocytes	B11	2
AS-217	GR	Monocytes	B12	74
AS-217	GR	Monocytes	B13	63
AS-217	GR	Monocytes	B14	1
AS-217	GR	Monocytes	B15	4
AS-217	GR	Monocytes	B16	57
AS-217	GR	Monocytes	B17	27
AS-217	GR	Monocytes	B18	64
AS-217	GR	Monocytes	B19	622
AS-217	GR	Monocytes	B20	74
AS-217	GR	Monocytes	B21	815
AS-217	GR	Monocytes	B22	26
AS-217	GR	Monocytes	B23	20
AS-217	GR	Monocytes	B24	31
AS-217	GR	Monocytes	C1	159
AS-217	GR	Monocytes	C2	226
AS-217	GR	Monocytes	C3	97
AS-217	GR	Monocytes	C4	30
AS-217	GR	Monocytes	C5	10
AS-217	GR	Monocytes	C6	14620
AS-217	GR	Monocytes	C7	735
AS-217	GR	Monocytes	C8	276
AS-217	GR	Monocytes	C9	281
AS-217	GR	Monocytes	C10	26
AS-217	GR	Monocytes	C11	10
AS-217	GR	Monocytes	C12	209
AS-217	GR	Monocytes	C13	381
AS-217	GR	Monocytes	C14	11
AS-217	GR	Monocytes	C15	415
AS-217	GR	Monocytes	C16	232
AS-217	GR	Monocytes	C17	227
AS-217	GR	Monocytes	C18	11599
AS-217	GR	Monocytes	C19	1816
AS-217	GR	Monocytes	C20	1497
AS-217	GR	Monocytes	C21	137
AS-217	GR	Monocytes	C22	123
AS-217	GR	Monocytes	C23	80
AS-217	GR	Monocytes	C24	180
AS-217	GR	Monocytes	D1	192
AS-217	GR	Monocytes	D2	292
AS-217	GR	Monocytes	D3	135
AS-217	GR	Monocytes	D4	41
AS-217	GR	Monocytes	D5	15
AS-217	GR	Monocytes	D6	2555
AS-217	GR	Monocytes	D7	47
AS-217	GR	Monocytes	D8	396
AS-217	GR	Monocytes	D9	846
AS-217	GR	Monocytes	D10	42
AS-217	GR	Monocytes	D11	119
AS-217	GR	Monocytes	D12	7969
AS-217	GR	Monocytes	D13	9344
AS-217	GR	Monocytes	D14	12
AS-217	GR	Monocytes	D15	27
AS-217	GR	Monocytes	D16	15575
AS-217	GR	Monocytes	D17	177
AS-217	GR	Monocytes	D18	322
AS-217	GR	Monocytes	D19	9362
AS-217	GR	Monocytes	D20	1779
AS-217	GR	Monocytes	D21	429
AS-217	GR	Monocytes	D22	140
AS-217	GR	Monocytes	D23	1123
AS-217	GR	Monocytes	D24	156
AS-217	GR	Monocytes	E1	221
AS-217	GR	Monocytes	E2	314
AS-217	GR	Monocytes	E3	115
AS-217	GR	Monocytes	E4	59
AS-217	GR	Monocytes	E5	8
AS-217	GR	Monocytes	E6	577
AS-217	GR	Monocytes	E7	61
AS-217	GR	Monocytes	E8	402
AS-217	GR	Monocytes	E9	7018
AS-217	GR	Monocytes	E10	1053
AS-217	GR	Monocytes	E11	32
AS-217	GR	Monocytes	E12	340
AS-217	GR	Monocytes	E13	16282
AS-217	GR	Monocytes	E14	217
AS-217	GR	Monocytes	E15	35
AS-217	GR	Monocytes	E16	374
AS-217	GR	Monocytes	E17	223
AS-217	GR	Monocytes	E18	394
AS-217	GR	Monocytes	E19	239
AS-217	GR	Monocytes	E20	3467
AS-217	GR	Monocytes	E21	174
AS-217	GR	Monocytes	E22	3295
AS-217	GR	Monocytes	E23	132
AS-217	GR	Monocytes	E24	28991
AS-217	GR	Monocytes	F1	160
AS-217	GR	Monocytes	F2	971
AS-217	GR	Monocytes	F3	134
AS-217	GR	Monocytes	F4	59
AS-217	GR	Monocytes	F5	17
AS-217	GR	Monocytes	F6	210
AS-217	GR	Monocytes	F7	3582
AS-217	GR	Monocytes	F8	307
AS-217	GR	Monocytes	F9	1959
AS-217	GR	Monocytes	F10	29
AS-217	GR	Monocytes	F11	15
AS-217	GR	Monocytes	F12	709
AS-217	GR	Monocytes	F13	305
AS-217	GR	Monocytes	F14	63
AS-217	GR	Monocytes	F15	21
AS-217	GR	Monocytes	F16	18832
AS-217	GR	Monocytes	F17	8050
AS-217	GR	Monocytes	F18	4784
AS-217	GR	Monocytes	F19	216
AS-217	GR	Monocytes	F20	1507
AS-217	GR	Monocytes	F21	129
AS-217	GR	Monocytes	F22	311
AS-217	GR	Monocytes	F23	111
AS-217	GR	Monocytes	F24	207
AS-217	GR	Monocytes	G1	56
AS-217	GR	Monocytes	G2	85
AS-217	GR	Monocytes	G3	63
AS-217	GR	Monocytes	G4	28
AS-217	GR	Monocytes	G5	10
AS-217	GR	Monocytes	G6	74
AS-217	GR	Monocytes	G7	25
AS-217	GR	Monocytes	G8	112
AS-217	GR	Monocytes	G9	203
AS-217	GR	Monocytes	G10	9
AS-217	GR	Monocytes	G11	11
AS-217	GR	Monocytes	G12	111
AS-217	GR	Monocytes	G13	662
AS-217	GR	Monocytes	G14	25
AS-217	GR	Monocytes	G15	742
AS-217	GR	Monocytes	G16	130
AS-217	GR	Monocytes	G17	116
AS-217	GR	Monocytes	G18	128
AS-217	GR	Monocytes	G19	216
AS-217	GR	Monocytes	G20	262
AS-217	GR	Monocytes	G21	47
AS-217	GR	Monocytes	G22	49
AS-217	GR	Monocytes	G23	37
AS-217	GR	Monocytes	G24	87
AS-217	GR	Monocytes	H1	523
AS-217	GR	Monocytes	H2	154
AS-217	GR	Monocytes	H3	84
AS-217	GR	Monocytes	H4	50
AS-217	GR	Monocytes	H5	17
AS-217	GR	Monocytes	H6	230
AS-217	GR	Monocytes	H7	27
AS-217	GR	Monocytes	H8	4161
AS-217	GR	Monocytes	H9	236
AS-217	GR	Monocytes	H10	815
AS-217	GR	Monocytes	H11	5
AS-217	GR	Monocytes	H12	12724
AS-217	GR	Monocytes	H13	270
AS-217	GR	Monocytes	H14	10
AS-217	GR	Monocytes	H15	14
AS-217	GR	Monocytes	H16	1132
AS-217	GR	Monocytes	H17	125
AS-217	GR	Monocytes	H18	220
AS-217	GR	Monocytes	H19	146
AS-217	GR	Monocytes	H20	140
AS-217	GR	Monocytes	H21	447
AS-217	GR	Monocytes	H22	103
AS-217	GR	Monocytes	H23	53
AS-217	GR	Monocytes	H24	115
AS-217	GR	Monocytes	I1	138
AS-217	GR	Monocytes	I2	268
AS-217	GR	Monocytes	I3	106
AS-217	GR	Monocytes	I4	60
AS-217	GR	Monocytes	I5	33
AS-217	GR	Monocytes	I6	246
AS-217	GR	Monocytes	I7	79
AS-217	GR	Monocytes	I8	20024
AS-217	GR	Monocytes	I9	7848
AS-217	GR	Monocytes	I10	25
AS-217	GR	Monocytes	I11	22
AS-217	GR	Monocytes	I12	292
AS-217	GR	Monocytes	I13	326
AS-217	GR	Monocytes	I14	192
AS-217	GR	Monocytes	I15	691
AS-217	GR	Monocytes	I16	347
AS-217	GR	Monocytes	I17	11617
AS-217	GR	Monocytes	I18	339
AS-217	GR	Monocytes	I19	221
AS-217	GR	Monocytes	I20	204
AS-217	GR	Monocytes	I21	1049
AS-217	GR	Monocytes	I22	180
AS-217	GR	Monocytes	I23	121
AS-217	GR	Monocytes	I24	270
AS-217	GR	Monocytes	J1	84
AS-217	GR	Monocytes	J2	137
AS-217	GR	Monocytes	J3	36
AS-217	GR	Monocytes	J4	25
AS-217	GR	Monocytes	J5	12
AS-217	GR	Monocytes	J6	140
AS-217	GR	Monocytes	J7	3129
AS-217	GR	Monocytes	J8	216
AS-217	GR	Monocytes	J9	11773
AS-217	GR	Monocytes	J10	520
AS-217	GR	Monocytes	J11	14
AS-217	GR	Monocytes	J12	140
AS-217	GR	Monocytes	J13	181
AS-217	GR	Monocytes	J14	14
AS-217	GR	Monocytes	J15	16
AS-217	GR	Monocytes	J16	181
AS-217	GR	Monocytes	J17	115
AS-217	GR	Monocytes	J18	149
AS-217	GR	Monocytes	J19	3502
AS-217	GR	Monocytes	J20	110
AS-217	GR	Monocytes	J21	52
AS-217	GR	Monocytes	J22	83
AS-217	GR	Monocytes	J23	55
AS-217	GR	Monocytes	J24	93
AS-217	GR	Monocytes	K1	95
AS-217	GR	Monocytes	K2	176
AS-217	GR	Monocytes	K3	41
AS-217	GR	Monocytes	K4	39
AS-217	GR	Monocytes	K5	21
AS-217	GR	Monocytes	K6	142
AS-217	GR	Monocytes	K7	41
AS-217	GR	Monocytes	K8	246
AS-217	GR	Monocytes	K9	5905
AS-217	GR	Monocytes	K10	14
AS-217	GR	Monocytes	K11	545
AS-217	GR	Monocytes	K12	148
AS-217	GR	Monocytes	K13	1534
AS-217	GR	Monocytes	K14	12
AS-217	GR	Monocytes	K15	115
AS-217	GR	Monocytes	K16	175
