Plate	Patient	Cell_type	Well	Count
AS-222	GR	nBCs	A1	1
AS-222	GR	nBCs	A2	23
AS-222	GR	nBCs	A3	84
AS-222	GR	nBCs	A4	62
AS-222	GR	nBCs	A5	19
AS-222	GR	nBCs	A6	355
AS-222	GR	nBCs	A7	18
AS-222	GR	nBCs	A8	57
AS-222	GR	nBCs	A9	39
AS-222	GR	nBCs	A10	6
AS-222	GR	nBCs	A11	2
AS-222	GR	nBCs	A12	41
AS-222	GR	nBCs	A13	75
AS-222	GR	nBCs	A14	3
AS-222	GR	nBCs	A15	4
AS-222	GR	nBCs	A16	17
AS-222	GR	nBCs	A17	64
AS-222	GR	nBCs	A18	38
AS-222	GR	nBCs	A19	35
AS-222	GR	nBCs	A20	41
AS-222	GR	nBCs	A21	20
AS-222	GR	nBCs	A22	46
AS-222	GR	nBCs	A23	13
AS-222	GR	nBCs	A24	18
AS-222	GR	nBCs	B1	17
AS-222	GR	nBCs	B2	90
AS-222	GR	nBCs	B3	166
AS-222	GR	nBCs	B4	156
AS-222	GR	nBCs	B5	50
AS-222	GR	nBCs	B6	351
AS-222	GR	nBCs	B7	54
AS-222	GR	nBCs	B8	166
AS-222	GR	nBCs	B9	120
AS-222	GR	nBCs	B10	8
AS-222	GR	nBCs	B11	197
AS-222	GR	nBCs	B12	120
AS-222	GR	nBCs	B13	5552
AS-222	GR	nBCs	B14	23
AS-222	GR	nBCs	B15	23
AS-222	GR	nBCs	B16	277
AS-222	GR	nBCs	B17	172
AS-222	GR	nBCs	B18	98
AS-222	GR	nBCs	B19	148
AS-222	GR	nBCs	B20	125
AS-222	GR	nBCs	B21	75
AS-222	GR	nBCs	B22	141
AS-222	GR	nBCs	B23	43
AS-222	GR	nBCs	B24	53
AS-222	GR	nBCs	C1	52
AS-222	GR	nBCs	C2	268
AS-222	GR	nBCs	C3	363
AS-222	GR	nBCs	C4	1108
AS-222	GR	nBCs	C5	87
AS-222	GR	nBCs	C6	387
AS-222	GR	nBCs	C7	98
AS-222	GR	nBCs	C8	417
AS-222	GR	nBCs	C9	272
