Plate	Patient	Cell_type	Well	Count
AS-197	RN	CD34	C16	2013
AS-197	RN	CD34	C17	2157
AS-197	RN	CD34	C18	5735
AS-197	RN	CD34	C19	3358
AS-197	RN	CD34	C20	2911
AS-197	RN	CD34	C21	696
AS-197	RN	CD34	C22	1278
AS-197	RN	CD34	C23	1526
AS-197	RN	CD34	C24	223
AS-197	RN	CD34	D1	134
AS-197	RN	CD34	D2	703
AS-197	RN	CD34	D3	1168
AS-197	RN	CD34	D4	1247
AS-197	RN	CD34	D5	308
AS-197	RN	CD34	D6	4419
AS-197	RN	CD34	D7	713
AS-197	RN	CD34	D8	1081
AS-197	RN	CD34	D9	2801
AS-197	RN	CD34	D10	70
AS-197	RN	CD34	D11	245
AS-197	RN	CD34	D12	2978
AS-197	RN	CD34	D13	2410
AS-197	RN	CD34	D14	149
AS-197	RN	CD34	D15	58
AS-197	RN	CD34	D16	2036
AS-197	RN	CD34	D17	993
AS-197	RN	CD34	D18	3388
AS-197	RN	CD34	D19	3327
AS-197	RN	CD34	D20	3226
AS-197	RN	CD34	D21	1339
AS-197	RN	CD34	D22	1875
AS-197	RN	CD34	D23	1422
AS-197	RN	CD34	D24	150
AS-197	RN	CD34	E1	198
AS-197	RN	CD34	E2	3468
AS-197	RN	CD34	E3	1480
AS-197	RN	CD34	E4	770
AS-197	RN	CD34	E5	194
AS-197	RN	CD34	E6	3052
AS-197	RN	CD34	E7	711
AS-197	RN	CD34	E8	4181
AS-197	RN	CD34	E9	4688
AS-197	RN	CD34	E10	162
AS-197	RN	CD34	E11	204
AS-197	RN	CD34	E12	6733
AS-197	RN	CD34	E13	6278
AS-197	RN	CD34	E14	160
AS-197	RN	CD34	E15	181
AS-197	RN	CD34	E16	3084
AS-197	RN	CD34	E17	3406
AS-197	RN	CD34	E18	6370
AS-197	RN	CD34	E19	3166
AS-197	RN	CD34	E20	4317
AS-197	RN	CD34	E21	1968
AS-197	RN	CD34	E22	2319
AS-197	RN	CD34	E23	3675
AS-197	RN	CD34	E24	290
AS-197	RN	CD34	F1	376
AS-197	RN	CD34	F2	1819
AS-197	RN	CD34	F3	1946
AS-197	RN	CD34	F4	2110
AS-197	RN	CD34	F5	111
AS-197	RN	CD34	F6	2247
AS-197	RN	CD34	F7	743
AS-197	RN	CD34	F8	2883
AS-197	RN	CD34	F9	3245
AS-197	RN	CD34	F10	140
AS-197	RN	CD34	F11	231
AS-197	RN	CD34	F12	3245
AS-197	RN	CD34	F13	3972
AS-197	RN	CD34	F14	125
AS-197	RN	CD34	F15	189
AS-197	RN	CD34	F16	2965
AS-197	RN	CD34	F17	2181
AS-197	RN	CD34	F18	3834
AS-197	RN	CD34	F19	3977
AS-197	RN	CD34	F20	4417
AS-197	RN	CD34	F21	1636
AS-197	RN	CD34	F22	2740
AS-197	RN	CD34	F23	3347
AS-197	RN	CD34	F24	183
AS-197	RN	CD34	G1	665
AS-197	RN	CD34	G2	1736
AS-197	RN	CD34	G3	1223
AS-197	RN	CD34	G4	1907
AS-197	RN	CD34	G5	156
AS-197	RN	CD34	G6	2761
AS-197	RN	CD34	G7	763
AS-197	RN	CD34	G8	2284
AS-197	RN	CD34	G9	3352
AS-197	RN	CD34	G10	60
AS-197	RN	CD34	G11	77
AS-197	RN	CD34	G12	2242
AS-197	RN	CD34	G13	3149
AS-197	RN	CD34	G14	228
AS-197	RN	CD34	G15	100
AS-197	RN	CD34	G16	2502
AS-197	RN	CD34	G17	3296
AS-197	RN	CD34	G18	4021
AS-197	RN	CD34	G19	2840
AS-197	RN	CD34	G20	938
AS-197	RN	CD34	G21	954
AS-197	RN	CD34	G22	3227
AS-197	RN	CD34	G23	2224
AS-197	RN	CD34	G24	347
AS-197	RN	CD34	H1	153
AS-197	RN	CD34	H2	2291
AS-197	RN	CD34	H3	1648
AS-197	RN	CD34	H4	2006
AS-197	RN	CD34	H5	221
AS-197	RN	CD34	H6	3325
AS-197	RN	CD34	H7	669
AS-197	RN	CD34	H8	4008
AS-197	RN	CD34	H9	3468
AS-197	RN	CD34	H10	98
AS-197	RN	CD34	H11	298
AS-197	RN	CD34	H12	5032
AS-197	RN	CD34	H13	4083
AS-197	RN	CD34	H14	123
AS-197	RN	CD34	H15	84
AS-197	RN	CD34	H16	3339
AS-197	RN	CD34	H17	3833
AS-197	RN	CD34	H18	7301
AS-197	RN	CD34	H19	3510
AS-197	RN	CD34	H20	4007
AS-197	RN	CD34	H21	1553
AS-197	RN	CD34	H22	3998
AS-197	RN	CD34	H23	1512
AS-197	RN	CD34	H24	253
AS-197	RN	CD34	I1	243
AS-197	RN	CD34	I2	3817
AS-197	RN	CD34	I3	1529
AS-197	RN	CD34	I4	1944
AS-197	RN	CD34	I5	170
AS-197	RN	CD34	I6	4222
AS-197	RN	CD34	I7	1021
AS-197	RN	CD34	I8	4814
AS-197	RN	CD34	I9	3405
AS-197	RN	CD34	I10	57
AS-197	RN	CD34	I11	202
AS-197	RN	CD34	I12	4438
AS-197	RN	CD34	I13	4161
AS-197	RN	CD34	I14	230
AS-197	RN	CD34	I15	82
AS-197	RN	CD34	I16	3040
AS-197	RN	CD34	I17	3655
AS-197	RN	CD34	I18	5053
AS-197	RN	CD34	I19	2906
AS-197	RN	CD34	I20	5725
AS-197	RN	CD34	I21	617
AS-197	RN	CD34	I22	2784
AS-197	RN	CD34	I23	1915
AS-197	RN	CD34	I24	1313
AS-197	RN	CD34	J1	134
AS-197	RN	CD34	J2	1991
AS-197	RN	CD34	J3	930
AS-197	RN	CD34	J4	1361
AS-197	RN	CD34	J5	95
AS-197	RN	CD34	J6	1400
AS-197	RN	CD34	J7	718
AS-197	RN	CD34	J8	4607
AS-197	RN	CD34	J9	2605
AS-197	RN	CD34	J10	82
AS-197	RN	CD34	J11	166
AS-197	RN	CD34	J12	3273
AS-197	RN	CD34	J13	4303
AS-197	RN	CD34	J14	242
AS-197	RN	CD34	J15	88
AS-197	RN	CD34	J16	2630
AS-197	RN	CD34	J17	3978
AS-197	RN	CD34	J18	5167
AS-197	RN	CD34	J19	2540
AS-197	RN	CD34	J20	2038
AS-197	RN	CD34	J21	1563
AS-197	RN	CD34	J22	2208
AS-197	RN	CD34	J23	1608
AS-197	RN	CD34	J24	169
AS-197	RN	CD34	K1	146
AS-197	RN	CD34	K2	1783
AS-197	RN	CD34	K3	1297
AS-197	RN	CD34	K4	1938
AS-197	RN	CD34	K5	211
AS-197	RN	CD34	K6	2553
AS-197	RN	CD34	K7	742
AS-197	RN	CD34	K8	1432
AS-197	RN	CD34	K9	1449
AS-197	RN	CD34	K10	47
AS-197	RN	CD34	K11	80
AS-197	RN	CD34	K12	2762
AS-197	RN	CD34	K13	3880
AS-197	RN	CD34	K14	238
AS-197	RN	CD34	K15	83
AS-197	RN	CD34	K16	2873
AS-197	RN	CD34	K17	4504
AS-197	RN	CD34	K18	4355
AS-197	RN	CD34	K19	5412
AS-197	RN	CD34	K20	2976
AS-197	RN	CD34	K21	1308
AS-197	RN	CD34	K22	1063
AS-197	RN	CD34	K23	2373
AS-197	RN	CD34	K24	167
AS-197	RN	CD34	L1	96
AS-197	RN	CD34	L2	1698
AS-197	RN	CD34	L3	1141
AS-197	RN	CD34	L4	1025
AS-197	RN	CD34	L5	180
AS-197	RN	CD34	L6	3268
AS-197	RN	CD34	L7	770
AS-197	RN	CD34	L8	1849
AS-197	RN	CD34	L9	2781
AS-197	RN	CD34	L10	53
AS-197	RN	CD34	L11	59
AS-197	RN	CD34	L12	3470
AS-197	RN	CD34	L13	2889
AS-197	RN	CD34	L14	185
AS-197	RN	CD34	L15	127
AS-197	RN	CD34	L16	2345
AS-197	RN	CD34	L17	1518
AS-197	RN	CD34	L18	3481
AS-197	RN	CD34	L19	3199
AS-197	RN	CD34	L20	3618
AS-197	RN	CD34	L21	422
AS-197	RN	CD34	L22	1283
AS-197	RN	CD34	L23	923
AS-197	RN	CD34	L24	124
AS-197	RN	CD34	M1	112
AS-197	RN	CD34	M2	1586
AS-197	RN	CD34	M3	712
AS-197	RN	CD34	M4	458
AS-197	RN	CD34	M5	82
AS-197	RN	CD34	M6	2225
AS-197	RN	CD34	M7	453
AS-197	RN	CD34	M8	2279
AS-197	RN	CD34	M9	1874
AS-197	RN	CD34	M10	59
AS-197	RN	CD34	M11	73
AS-197	RN	CD34	M12	2557
AS-197	RN	CD34	M13	4584
AS-197	RN	CD34	M14	94
AS-197	RN	CD34	M15	109
AS-197	RN	CD34	M16	873
AS-197	RN	CD34	M17	1277
AS-197	RN	CD34	M18	4071
AS-197	RN	CD34	M19	2781
AS-197	RN	CD34	M20	3048
AS-197	RN	CD34	M21	1695
AS-197	RN	CD34	M22	3095
AS-197	RN	CD34	M23	1554
AS-197	RN	CD34	M24	162
AS-197	RN	CD34	N1	82
AS-197	RN	CD34	N2	1554
AS-197	RN	CD34	N3	491
AS-197	RN	CD34	N4	858
AS-197	RN	CD34	N5	87
AS-197	RN	CD34	N6	3286
AS-197	RN	CD34	N7	309
AS-197	RN	CD34	N8	3216
AS-197	RN	CD34	N9	2155
AS-197	RN	CD34	N10	42
AS-197	RN	CD34	N11	198
AS-197	RN	CD34	N12	1525
AS-197	RN	CD34	N13	1565
AS-197	RN	CD34	N14	43
AS-197	RN	CD34	N15	21
AS-197	RN	CD34	N16	658
AS-197	RN	CD34	N17	3216
AS-197	RN	CD34	N18	2039
AS-197	RN	CD34	N19	1011
AS-197	RN	CD34	N20	1371
AS-197	RN	CD34	N21	442
AS-197	RN	CD34	N22	643
AS-197	RN	CD34	N23	418
AS-197	RN	CD34	N24	119
AS-197	RN	CD34	O1	105
AS-197	RN	CD34	O2	1961
AS-197	RN	CD34	O3	1166
AS-197	RN	CD34	O4	494
AS-197	RN	CD34	O5	120
AS-197	RN	CD34	O6	1558
AS-197	RN	CD34	O7	294
AS-197	RN	CD34	O8	1711
AS-197	RN	CD34	O9	2142
AS-197	RN	CD34	O10	118
AS-197	RN	CD34	O11	185
AS-197	RN	CD34	O12	2166
AS-197	RN	CD34	O13	1548
AS-197	RN	CD34	O14	127
AS-197	RN	CD34	O15	19
AS-197	RN	CD34	O16	1363
AS-197	RN	CD34	O17	847
AS-197	RN	CD34	O18	1677
AS-197	RN	CD34	O19	466
AS-197	RN	CD34	O20	1073
AS-197	RN	CD34	O21	801
AS-197	RN	CD34	O22	1893
AS-197	RN	CD34	O23	445
AS-197	RN	CD34	O24	114
AS-197	RN	CD34	P1	757
AS-197	RN	CD34	P2	216
AS-197	RN	CD34	P3	79
AS-197	RN	CD34	P4	156
AS-197	RN	CD34	P5	15
AS-197	RN	CD34	P6	1240
AS-197	RN	CD34	P7	56
AS-197	RN	CD34	P8	1027
AS-197	RN	CD34	P9	261
AS-197	RN	CD34	P10	10
AS-197	RN	CD34	P11	10
AS-197	RN	CD34	P12	249
AS-197	RN	CD34	P13	379
AS-197	RN	CD34	P14	20
AS-197	RN	CD34	P15	4
AS-197	RN	CD34	P16	568
AS-197	RN	CD34	P17	264
AS-197	RN	CD34	P18	308
AS-197	RN	CD34	P19	602
AS-197	RN	CD34	P20	1246
AS-197	RN	CD34	P21	175
AS-197	RN	CD34	P22	241
AS-197	RN	CD34	P23	129
AS-197	RN	CD34	P24	130
