Plate	Patient	Cell_type	Well	Count
AS-193	RN	Monocytes	A1	7
AS-193	RN	Monocytes	A2	100
AS-193	RN	Monocytes	A3	77
AS-193	RN	Monocytes	A4	106
AS-193	RN	Monocytes	A5	11
AS-193	RN	Monocytes	A6	176
AS-193	RN	Monocytes	A7	57
AS-193	RN	Monocytes	A8	141
AS-193	RN	Monocytes	A9	129
AS-193	RN	Monocytes	A10	11
AS-193	RN	Monocytes	A11	9
AS-193	RN	Monocytes	A12	155
AS-193	RN	Monocytes	A13	128
AS-193	RN	Monocytes	A14	6
AS-193	RN	Monocytes	A15	8
AS-193	RN	Monocytes	A16	85
AS-193	RN	Monocytes	A17	128
AS-193	RN	Monocytes	A18	81
AS-193	RN	Monocytes	A19	130
AS-193	RN	Monocytes	A20	283
AS-193	RN	Monocytes	A21	42
AS-193	RN	Monocytes	A22	99
AS-193	RN	Monocytes	A23	515
AS-193	RN	Monocytes	A24	66
AS-193	RN	Monocytes	B1	46
AS-193	RN	Monocytes	B2	331
AS-193	RN	Monocytes	B3	450
AS-193	RN	Monocytes	B4	337
AS-193	RN	Monocytes	B5	41
AS-193	RN	Monocytes	B6	685
AS-193	RN	Monocytes	B7	119
AS-193	RN	Monocytes	B8	1333
AS-193	RN	Monocytes	B9	1053
AS-193	RN	Monocytes	B10	27
AS-193	RN	Monocytes	B11	245
AS-193	RN	Monocytes	B12	8847
AS-193	RN	Monocytes	B13	4513
AS-193	RN	Monocytes	B14	21
AS-193	RN	Monocytes	B15	73
AS-193	RN	Monocytes	B16	385
AS-193	RN	Monocytes	B17	388
AS-193	RN	Monocytes	B18	383
AS-193	RN	Monocytes	B19	514
AS-193	RN	Monocytes	B20	5266
AS-193	RN	Monocytes	B21	187
AS-193	RN	Monocytes	B22	351
AS-193	RN	Monocytes	B23	405
AS-193	RN	Monocytes	B24	154
AS-193	RN	Monocytes	C1	80
AS-193	RN	Monocytes	C2	7221
AS-193	RN	Monocytes	C3	362
AS-193	RN	Monocytes	C4	623
AS-193	RN	Monocytes	C5	292
AS-193	RN	Monocytes	C6	1399
AS-193	RN	Monocytes	C7	202
AS-193	RN	Monocytes	C8	3870
AS-193	RN	Monocytes	C9	2889
AS-193	RN	Monocytes	C10	84
AS-193	RN	Monocytes	C11	549
AS-193	RN	Monocytes	C12	826
AS-193	RN	Monocytes	C13	1992
AS-193	RN	Monocytes	C14	67
AS-193	RN	Monocytes	C15	38
AS-193	RN	Monocytes	C16	3698
AS-193	RN	Monocytes	C17	1275
AS-193	RN	Monocytes	C18	4827
AS-193	RN	Monocytes	C19	1801
AS-193	RN	Monocytes	C20	939
AS-193	RN	Monocytes	C21	2526
AS-193	RN	Monocytes	C22	456
AS-193	RN	Monocytes	C23	208
AS-193	RN	Monocytes	C24	1689
AS-193	RN	Monocytes	D1	82
AS-193	RN	Monocytes	D2	2595
AS-193	RN	Monocytes	D3	677
AS-193	RN	Monocytes	D4	703
AS-193	RN	Monocytes	D5	98
AS-193	RN	Monocytes	D6	1673
AS-193	RN	Monocytes	D7	578
AS-193	RN	Monocytes	D8	4345
AS-193	RN	Monocytes	D9	6157
AS-193	RN	Monocytes	D10	316
AS-193	RN	Monocytes	D11	57
AS-193	RN	Monocytes	D12	2203
AS-193	RN	Monocytes	D13	3318
AS-193	RN	Monocytes	D14	69
AS-193	RN	Monocytes	D15	37
AS-193	RN	Monocytes	D16	1051
AS-193	RN	Monocytes	D17	12513
AS-193	RN	Monocytes	D18	477
AS-193	RN	Monocytes	D19	6425
AS-193	RN	Monocytes	D20	4107
AS-193	RN	Monocytes	D21	1156
AS-193	RN	Monocytes	D22	1629
AS-193	RN	Monocytes	D23	1770
AS-193	RN	Monocytes	D24	206
AS-193	RN	Monocytes	E1	145
AS-193	RN	Monocytes	E2	7683
AS-193	RN	Monocytes	E3	1481
AS-193	RN	Monocytes	E4	947
AS-193	RN	Monocytes	E5	497
AS-193	RN	Monocytes	E6	9539
AS-193	RN	Monocytes	E7	396
AS-193	RN	Monocytes	E8	9907
AS-193	RN	Monocytes	E9	4535
AS-193	RN	Monocytes	E10	754
AS-193	RN	Monocytes	E11	60
AS-193	RN	Monocytes	E12	1935
AS-193	RN	Monocytes	E13	2819
AS-193	RN	Monocytes	E14	274
AS-193	RN	Monocytes	E15	125
AS-193	RN	Monocytes	E16	5457
AS-193	RN	Monocytes	E17	1457
AS-193	RN	Monocytes	E18	3616
AS-193	RN	Monocytes	E19	3515
AS-193	RN	Monocytes	E20	7501
AS-193	RN	Monocytes	E21	453
AS-193	RN	Monocytes	E22	10954
AS-193	RN	Monocytes	E23	638
AS-193	RN	Monocytes	E24	316
AS-193	RN	Monocytes	F1	152
AS-193	RN	Monocytes	F2	1324
AS-193	RN	Monocytes	F3	5704
AS-193	RN	Monocytes	F4	6659
AS-193	RN	Monocytes	F5	1586
AS-193	RN	Monocytes	F6	5230
AS-193	RN	Monocytes	F7	2003
AS-193	RN	Monocytes	F8	6209
AS-193	RN	Monocytes	F9	8743
