Plate	Patient	Cell_type	Well	Count
AS-209	EL	nBCs	A1	0
AS-209	EL	nBCs	A2	3
AS-209	EL	nBCs	A3	3
AS-209	EL	nBCs	A4	0
AS-209	EL	nBCs	A5	0
AS-209	EL	nBCs	A6	0
AS-209	EL	nBCs	A7	0
AS-209	EL	nBCs	A8	0
AS-209	EL	nBCs	A9	101
AS-209	EL	nBCs	A10	0
AS-209	EL	nBCs	A11	0
AS-209	EL	nBCs	A12	0
AS-209	EL	nBCs	A13	0
AS-209	EL	nBCs	A14	0
AS-209	EL	nBCs	A15	0
AS-209	EL	nBCs	A16	2
AS-209	EL	nBCs	A17	0
AS-209	EL	nBCs	A18	0
AS-209	EL	nBCs	A19	0
AS-209	EL	nBCs	A20	0
AS-209	EL	nBCs	A21	0
AS-209	EL	nBCs	A22	3
AS-209	EL	nBCs	A23	6
AS-209	EL	nBCs	A24	2
AS-209	EL	nBCs	B1	1
AS-209	EL	nBCs	B2	6
AS-209	EL	nBCs	B3	6
AS-209	EL	nBCs	B4	7
AS-209	EL	nBCs	B5	1
AS-209	EL	nBCs	B6	3
AS-209	EL	nBCs	B7	3
AS-209	EL	nBCs	B8	5
AS-209	EL	nBCs	B9	3
AS-209	EL	nBCs	B10	0
AS-209	EL	nBCs	B11	1
AS-209	EL	nBCs	B12	5
AS-209	EL	nBCs	B13	9
AS-209	EL	nBCs	B14	0
AS-209	EL	nBCs	B15	2
AS-209	EL	nBCs	B16	29
AS-209	EL	nBCs	B17	6
AS-209	EL	nBCs	B18	3
AS-209	EL	nBCs	B19	70
AS-209	EL	nBCs	B20	3
AS-209	EL	nBCs	B21	4
AS-209	EL	nBCs	B22	68
AS-209	EL	nBCs	B23	7
AS-209	EL	nBCs	B24	12
AS-209	EL	nBCs	C1	1
AS-209	EL	nBCs	C2	5
AS-209	EL	nBCs	C3	11
AS-209	EL	nBCs	C4	16
AS-209	EL	nBCs	C5	17
AS-209	EL	nBCs	C6	4
AS-209	EL	nBCs	C7	1
AS-209	EL	nBCs	C8	11
AS-209	EL	nBCs	C9	5
AS-209	EL	nBCs	C10	2
AS-209	EL	nBCs	C11	9
AS-209	EL	nBCs	C12	11
AS-209	EL	nBCs	C13	10
AS-209	EL	nBCs	C14	0
AS-209	EL	nBCs	C15	3
AS-209	EL	nBCs	C16	5
AS-209	EL	nBCs	C17	4
AS-209	EL	nBCs	C18	17
AS-209	EL	nBCs	C19	0
AS-209	EL	nBCs	C20	15
AS-209	EL	nBCs	C21	2
AS-209	EL	nBCs	C22	13
AS-209	EL	nBCs	C23	15
AS-209	EL	nBCs	C24	3
AS-209	EL	nBCs	D1	0
AS-209	EL	nBCs	D2	2
AS-209	EL	nBCs	D3	3
AS-209	EL	nBCs	D4	0
AS-209	EL	nBCs	D5	0
AS-209	EL	nBCs	D6	0
AS-209	EL	nBCs	D7	1
AS-209	EL	nBCs	D8	1
AS-209	EL	nBCs	D9	0
AS-209	EL	nBCs	D10	0
AS-209	EL	nBCs	D11	0
AS-209	EL	nBCs	D12	4
AS-209	EL	nBCs	D13	4
AS-209	EL	nBCs	D14	0
AS-209	EL	nBCs	D15	1
AS-209	EL	nBCs	D16	1
AS-209	EL	nBCs	D17	1
AS-209	EL	nBCs	D18	0
AS-209	EL	nBCs	D19	4
AS-209	EL	nBCs	D20	3
AS-209	EL	nBCs	D21	0
AS-209	EL	nBCs	D22	4
AS-209	EL	nBCs	D23	8
AS-209	EL	nBCs	D24	2
AS-209	EL	nBCs	E1	1
AS-209	EL	nBCs	E2	131
AS-209	EL	nBCs	E3	41
AS-209	EL	nBCs	E4	3
AS-209	EL	nBCs	E5	0
AS-209	EL	nBCs	E6	3
AS-209	EL	nBCs	E7	0
AS-209	EL	nBCs	E8	9
AS-209	EL	nBCs	E9	1
AS-209	EL	nBCs	E10	2
AS-209	EL	nBCs	E11	0
AS-209	EL	nBCs	E12	2
AS-209	EL	nBCs	E13	1
AS-209	EL	nBCs	E14	2
AS-209	EL	nBCs	E15	0
AS-209	EL	nBCs	E16	4
AS-209	EL	nBCs	E17	2
AS-209	EL	nBCs	E18	9
AS-209	EL	nBCs	E19	2
AS-209	EL	nBCs	E20	6
AS-209	EL	nBCs	E21	9
AS-209	EL	nBCs	E22	3
AS-209	EL	nBCs	E23	5
AS-209	EL	nBCs	E24	4
AS-209	EL	nBCs	F1	1
AS-209	EL	nBCs	F2	2
AS-209	EL	nBCs	F3	4
AS-209	EL	nBCs	F4	1
AS-209	EL	nBCs	F5	1
AS-209	EL	nBCs	F6	1
AS-209	EL	nBCs	F7	2
AS-209	EL	nBCs	F8	0
AS-209	EL	nBCs	F9	2
AS-209	EL	nBCs	F10	0
AS-209	EL	nBCs	F11	0
AS-209	EL	nBCs	F12	1
AS-209	EL	nBCs	F13	6
AS-209	EL	nBCs	F14	0
AS-209	EL	nBCs	F15	24
AS-209	EL	nBCs	F16	2
AS-209	EL	nBCs	F17	0
AS-209	EL	nBCs	F18	1
AS-209	EL	nBCs	F19	2
AS-209	EL	nBCs	F20	8
AS-209	EL	nBCs	F21	1
AS-209	EL	nBCs	F22	6
AS-209	EL	nBCs	F23	8
AS-209	EL	nBCs	F24	5
AS-209	EL	nBCs	G1	2
AS-209	EL	nBCs	G2	3
AS-209	EL	nBCs	G3	146
AS-209	EL	nBCs	G4	7
AS-209	EL	nBCs	G5	0
AS-209	EL	nBCs	G6	4
AS-209	EL	nBCs	G7	0
AS-209	EL	nBCs	G8	3
AS-209	EL	nBCs	G9	4
AS-209	EL	nBCs	G10	0
AS-209	EL	nBCs	G11	1
AS-209	EL	nBCs	G12	4
AS-209	EL	nBCs	G13	3
AS-209	EL	nBCs	G14	0
AS-209	EL	nBCs	G15	0
AS-209	EL	nBCs	G16	2
AS-209	EL	nBCs	G17	1
AS-209	EL	nBCs	G18	5
AS-209	EL	nBCs	G19	5
AS-209	EL	nBCs	G20	3
AS-209	EL	nBCs	G21	4
AS-209	EL	nBCs	G22	6
AS-209	EL	nBCs	G23	9
AS-209	EL	nBCs	G24	7
AS-209	EL	nBCs	H1	0
AS-209	EL	nBCs	H2	1
AS-209	EL	nBCs	H3	3
AS-209	EL	nBCs	H4	0
AS-209	EL	nBCs	H5	0
AS-209	EL	nBCs	H6	0
AS-209	EL	nBCs	H7	16
AS-209	EL	nBCs	H8	4
AS-209	EL	nBCs	H9	0
AS-209	EL	nBCs	H10	0
AS-209	EL	nBCs	H11	0
AS-209	EL	nBCs	H12	2
AS-209	EL	nBCs	H13	1
AS-209	EL	nBCs	H14	6
AS-209	EL	nBCs	H15	0
AS-209	EL	nBCs	H16	0
AS-209	EL	nBCs	H17	0
AS-209	EL	nBCs	H18	0
AS-209	EL	nBCs	H19	0
AS-209	EL	nBCs	H20	0
AS-209	EL	nBCs	H21	0
AS-209	EL	nBCs	H22	6
