Plate	Patient	Cell_type	Well	Count
AS-205	EL	Monocytes	A1	0
AS-205	EL	Monocytes	A2	0
AS-205	EL	Monocytes	A3	37
AS-205	EL	Monocytes	A4	1
AS-205	EL	Monocytes	A5	2
AS-205	EL	Monocytes	A6	3
AS-205	EL	Monocytes	A7	18
AS-205	EL	Monocytes	A8	30
AS-205	EL	Monocytes	A9	62
AS-205	EL	Monocytes	A10	0
AS-205	EL	Monocytes	A11	49
AS-205	EL	Monocytes	A12	0
AS-205	EL	Monocytes	A13	9
AS-205	EL	Monocytes	A14	1
AS-205	EL	Monocytes	A15	0
AS-205	EL	Monocytes	A16	24
AS-205	EL	Monocytes	A17	52
AS-205	EL	Monocytes	A18	51
AS-205	EL	Monocytes	A19	6
AS-205	EL	Monocytes	A20	3
AS-205	EL	Monocytes	A21	27
AS-205	EL	Monocytes	A22	3
AS-205	EL	Monocytes	A23	4
AS-205	EL	Monocytes	A24	4
AS-205	EL	Monocytes	B1	1
AS-205	EL	Monocytes	B2	6
AS-205	EL	Monocytes	B3	31
AS-205	EL	Monocytes	B4	3
AS-205	EL	Monocytes	B5	10
AS-205	EL	Monocytes	B6	15
AS-205	EL	Monocytes	B7	26
AS-205	EL	Monocytes	B8	27
AS-205	EL	Monocytes	B9	58
AS-205	EL	Monocytes	B10	3
AS-205	EL	Monocytes	B11	50
AS-205	EL	Monocytes	B12	17
AS-205	EL	Monocytes	B13	40
AS-205	EL	Monocytes	B14	6
AS-205	EL	Monocytes	B15	0
AS-205	EL	Monocytes	B16	36
AS-205	EL	Monocytes	B17	79
AS-205	EL	Monocytes	B18	99
AS-205	EL	Monocytes	B19	17
AS-205	EL	Monocytes	B20	13
AS-205	EL	Monocytes	B21	34
AS-205	EL	Monocytes	B22	4
AS-205	EL	Monocytes	B23	3
AS-205	EL	Monocytes	B24	8
AS-205	EL	Monocytes	C1	4
AS-205	EL	Monocytes	C2	10
AS-205	EL	Monocytes	C3	38
AS-205	EL	Monocytes	C4	14
AS-205	EL	Monocytes	C5	0
AS-205	EL	Monocytes	C6	13
AS-205	EL	Monocytes	C7	9
AS-205	EL	Monocytes	C8	60
AS-205	EL	Monocytes	C9	103
AS-205	EL	Monocytes	C10	9
AS-205	EL	Monocytes	C11	31
AS-205	EL	Monocytes	C12	48
AS-205	EL	Monocytes	C13	55
AS-205	EL	Monocytes	C14	7
AS-205	EL	Monocytes	C15	1
AS-205	EL	Monocytes	C16	63
AS-205	EL	Monocytes	C17	97
AS-205	EL	Monocytes	C18	95
AS-205	EL	Monocytes	C19	13
AS-205	EL	Monocytes	C20	13
AS-205	EL	Monocytes	C21	42
