Plate	Patient	Cell_type	Well	Count
AS-216	GR	NEs	A1	1
AS-216	GR	NEs	A2	11
AS-216	GR	NEs	A3	675
AS-216	GR	NEs	A4	18
AS-216	GR	NEs	A5	13
AS-216	GR	NEs	A6	46
AS-216	GR	NEs	A7	4
AS-216	GR	NEs	A8	66
AS-216	GR	NEs	A9	17
AS-216	GR	NEs	A10	1
AS-216	GR	NEs	A11	1
AS-216	GR	NEs	A12	24
AS-216	GR	NEs	A13	136
AS-216	GR	NEs	A14	6
AS-216	GR	NEs	A15	8
AS-216	GR	NEs	A16	9
AS-216	GR	NEs	A17	19
AS-216	GR	NEs	A18	11
AS-216	GR	NEs	A19	25
AS-216	GR	NEs	A20	14
AS-216	GR	NEs	A21	25
AS-216	GR	NEs	A22	83
AS-216	GR	NEs	A23	84
AS-216	GR	NEs	A24	141
AS-216	GR	NEs	B1	10
AS-216	GR	NEs	B2	17
AS-216	GR	NEs	B3	15
AS-216	GR	NEs	B4	34
AS-216	GR	NEs	B5	4
AS-216	GR	NEs	B6	44
AS-216	GR	NEs	B7	1
AS-216	GR	NEs	B8	102
AS-216	GR	NEs	B9	26
AS-216	GR	NEs	B10	8
AS-216	GR	NEs	B11	59
AS-216	GR	NEs	B12	38
AS-216	GR	NEs	B13	171
AS-216	GR	NEs	B14	4
AS-216	GR	NEs	B15	4
AS-216	GR	NEs	B16	61
AS-216	GR	NEs	B17	42
AS-216	GR	NEs	B18	45
AS-216	GR	NEs	B19	61
AS-216	GR	NEs	B20	34
AS-216	GR	NEs	B21	22
AS-216	GR	NEs	B22	80
AS-216	GR	NEs	B23	92
AS-216	GR	NEs	B24	136
AS-216	GR	NEs	C1	70
AS-216	GR	NEs	C2	85
AS-216	GR	NEs	C3	104
AS-216	GR	NEs	C4	196
AS-216	GR	NEs	C5	54
AS-216	GR	NEs	C6	306
AS-216	GR	NEs	C7	29
AS-216	GR	NEs	C8	815
AS-216	GR	NEs	C9	158
AS-216	GR	NEs	C10	2444
AS-216	GR	NEs	C11	17
AS-216	GR	NEs	C12	210
AS-216	GR	NEs	C13	12659
AS-216	GR	NEs	C14	57
AS-216	GR	NEs	C15	68
AS-216	GR	NEs	C16	79
AS-216	GR	NEs	C17	232
AS-216	GR	NEs	C18	185
AS-216	GR	NEs	C19	372
AS-216	GR	NEs	C20	277
AS-216	GR	NEs	C21	147
AS-216	GR	NEs	C22	650
AS-216	GR	NEs	C23	699
AS-216	GR	NEs	C24	36356
AS-216	GR	NEs	D1	40
AS-216	GR	NEs	D2	42
AS-216	GR	NEs	D3	131
AS-216	GR	NEs	D4	176
AS-216	GR	NEs	D5	48
AS-216	GR	NEs	D6	279
AS-216	GR	NEs	D7	26
AS-216	GR	NEs	D8	662
AS-216	GR	NEs	D9	149
AS-216	GR	NEs	D10	25
AS-216	GR	NEs	D11	13
AS-216	GR	NEs	D12	12127
AS-216	GR	NEs	D13	1294
AS-216	GR	NEs	D14	46
AS-216	GR	NEs	D15	48
AS-216	GR	NEs	D16	57
AS-216	GR	NEs	D17	187
AS-216	GR	NEs	D18	143
AS-216	GR	NEs	D19	369
AS-216	GR	NEs	D20	208
AS-216	GR	NEs	D21	174
AS-216	GR	NEs	D22	22073
AS-216	GR	NEs	D23	27033
AS-216	GR	NEs	D24	1063
AS-216	GR	NEs	E1	25
AS-216	GR	NEs	E2	49
AS-216	GR	NEs	E3	67
AS-216	GR	NEs	E4	99
AS-216	GR	NEs	E5	28
AS-216	GR	NEs	E6	197
AS-216	GR	NEs	E7	28
AS-216	GR	NEs	E8	385
AS-216	GR	NEs	E9	94
AS-216	GR	NEs	E10	19
AS-216	GR	NEs	E11	8
AS-216	GR	NEs	E12	147
AS-216	GR	NEs	E13	632
AS-216	GR	NEs	E14	30
AS-216	GR	NEs	E15	28
AS-216	GR	NEs	E16	39
AS-216	GR	NEs	E17	119
AS-216	GR	NEs	E18	145
AS-216	GR	NEs	E19	192
AS-216	GR	NEs	E20	142
AS-216	GR	NEs	E21	113
AS-216	GR	NEs	E22	25052
AS-216	GR	NEs	E23	29807
AS-216	GR	NEs	E24	610
AS-216	GR	NEs	F1	37
AS-216	GR	NEs	F2	37
AS-216	GR	NEs	F3	123
AS-216	GR	NEs	F4	238
AS-216	GR	NEs	F5	56
AS-216	GR	NEs	F6	321
AS-216	GR	NEs	F7	41
AS-216	GR	NEs	F8	813
AS-216	GR	NEs	F9	1984
AS-216	GR	NEs	F10	53
AS-216	GR	NEs	F11	23
AS-216	GR	NEs	F12	321
AS-216	GR	NEs	F13	38986
AS-216	GR	NEs	F14	78
AS-216	GR	NEs	F15	70
AS-216	GR	NEs	F16	475
AS-216	GR	NEs	F17	289
AS-216	GR	NEs	F18	179
AS-216	GR	NEs	F19	515
AS-216	GR	NEs	F20	220
AS-216	GR	NEs	F21	258
AS-216	GR	NEs	F22	704
AS-216	GR	NEs	F23	31955
AS-216	GR	NEs	F24	42148
AS-216	GR	NEs	G1	39
AS-216	GR	NEs	G2	53
AS-216	GR	NEs	G3	220
AS-216	GR	NEs	G4	258
AS-216	GR	NEs	G5	4597
AS-216	GR	NEs	G6	343
AS-216	GR	NEs	G7	60
AS-216	GR	NEs	G8	5661
AS-216	GR	NEs	G9	328
AS-216	GR	NEs	G10	66
AS-216	GR	NEs	G11	19
AS-216	GR	NEs	G12	749
AS-216	GR	NEs	G13	43227
AS-216	GR	NEs	G14	79
AS-216	GR	NEs	G15	907
AS-216	GR	NEs	G16	119
AS-216	GR	NEs	G17	279
AS-216	GR	NEs	G18	202
AS-216	GR	NEs	G19	598
AS-216	GR	NEs	G20	742
AS-216	GR	NEs	G21	251
AS-216	GR	NEs	G22	829
AS-216	GR	NEs	G23	1077
AS-216	GR	NEs	G24	43653
AS-216	GR	NEs	H1	32
AS-216	GR	NEs	H2	40
AS-216	GR	NEs	H3	89
AS-216	GR	NEs	H4	170
AS-216	GR	NEs	H5	2057
AS-216	GR	NEs	H6	11454
AS-216	GR	NEs	H7	51
AS-216	GR	NEs	H8	669
AS-216	GR	NEs	H9	129
AS-216	GR	NEs	H10	39
AS-216	GR	NEs	H11	14
AS-216	GR	NEs	H12	164
AS-216	GR	NEs	H13	35106
AS-216	GR	NEs	H14	36
AS-216	GR	NEs	H15	56
AS-216	GR	NEs	H16	131
AS-216	GR	NEs	H17	242
AS-216	GR	NEs	H18	132
AS-216	GR	NEs	H19	356
AS-216	GR	NEs	H20	161
AS-216	GR	NEs	H21	117
AS-216	GR	NEs	H22	487
AS-216	GR	NEs	H23	508
AS-216	GR	NEs	H24	964
AS-216	GR	NEs	I1	37
AS-216	GR	NEs	I2	53
AS-216	GR	NEs	I3	85
AS-216	GR	NEs	I4	189
AS-216	GR	NEs	I5	45
AS-216	GR	NEs	I6	301
AS-216	GR	NEs	I7	39
AS-216	GR	NEs	I8	752
AS-216	GR	NEs	I9	152
AS-216	GR	NEs	I10	36
AS-216	GR	NEs	I11	15
AS-216	GR	NEs	I12	198
AS-216	GR	NEs	I13	10074
AS-216	GR	NEs	I14	2764
AS-216	GR	NEs	I15	2379
AS-216	GR	NEs	I16	76
AS-216	GR	NEs	I17	207
AS-216	GR	NEs	I18	183
AS-216	GR	NEs	I19	368
AS-216	GR	NEs	I20	193
AS-216	GR	NEs	I21	181
AS-216	GR	NEs	I22	693
AS-216	GR	NEs	I23	683
AS-216	GR	NEs	I24	1177
AS-216	GR	NEs	J1	20
AS-216	GR	NEs	J2	35
AS-216	GR	NEs	J3	65
AS-216	GR	NEs	J4	145
AS-216	GR	NEs	J5	34
AS-216	GR	NEs	J6	3826
AS-216	GR	NEs	J7	19
AS-216	GR	NEs	J8	521
AS-216	GR	NEs	J9	128
AS-216	GR	NEs	J10	23
AS-216	GR	NEs	J11	460
AS-216	GR	NEs	J12	157
AS-216	GR	NEs	J13	945
AS-216	GR	NEs	J14	32
AS-216	GR	NEs	J15	1992
AS-216	GR	NEs	J16	157
AS-216	GR	NEs	J17	138
AS-216	GR	NEs	J18	124
AS-216	GR	NEs	J19	301
AS-216	GR	NEs	J20	128
AS-216	GR	NEs	J21	120
AS-216	GR	NEs	J22	4459
AS-216	GR	NEs	J23	443
AS-216	GR	NEs	J24	787
AS-216	GR	NEs	K1	14
AS-216	GR	NEs	K2	23
AS-216	GR	NEs	K3	53
AS-216	GR	NEs	K4	85
AS-216	GR	NEs	K5	36
AS-216	GR	NEs	K6	2835
AS-216	GR	NEs	K7	19
AS-216	GR	NEs	K8	311
AS-216	GR	NEs	K9	113
AS-216	GR	NEs	K10	16
AS-216	GR	NEs	K11	7
AS-216	GR	NEs	K12	82
AS-216	GR	NEs	K13	600
AS-216	GR	NEs	K14	1785
AS-216	GR	NEs	K15	18
AS-216	GR	NEs	K16	30
AS-216	GR	NEs	K17	91
AS-216	GR	NEs	K18	85
AS-216	GR	NEs	K19	134
AS-216	GR	NEs	K20	89
AS-216	GR	NEs	K21	134
AS-216	GR	NEs	K22	287
AS-216	GR	NEs	K23	296
AS-216	GR	NEs	K24	462
AS-216	GR	NEs	L1	26
AS-216	GR	NEs	L2	48
AS-216	GR	NEs	L3	5928
AS-216	GR	NEs	L4	82
AS-216	GR	NEs	L5	26
AS-216	GR	NEs	L6	173
