Plate	Patient	Cell_type	Well	Count
AS-210	EL	CD34+/38-	A1	19
AS-210	EL	CD34+/38-	A2	126
AS-210	EL	CD34+/38-	A3	153
AS-210	EL	CD34+/38-	A4	93
AS-210	EL	CD34+/38-	A5	55
AS-210	EL	CD34+/38-	A6	18
AS-210	EL	CD34+/38-	A7	25
AS-210	EL	CD34+/38-	A8	24
AS-210	EL	CD34+/38-	A9	193
AS-210	EL	CD34+/38-	A10	5
AS-210	EL	CD34+/38-	A11	52
AS-210	EL	CD34+/38-	A12	17
AS-210	EL	CD34+/38-	A13	9
AS-210	EL	CD34+/38-	A14	6
AS-210	EL	CD34+/38-	A15	5
AS-210	EL	CD34+/38-	A16	154
AS-210	EL	CD34+/38-	A17	250
AS-210	EL	CD34+/38-	A18	40
AS-210	EL	CD34+/38-	A19	266
AS-210	EL	CD34+/38-	A20	2
AS-210	EL	CD34+/38-	A21	77
AS-210	EL	CD34+/38-	A22	410
AS-210	EL	CD34+/38-	A23	7
AS-210	EL	CD34+/38-	A24	323
AS-210	EL	CD34+/38-	B1	213
AS-210	EL	CD34+/38-	B2	682
AS-210	EL	CD34+/38-	B3	528
AS-210	EL	CD34+/38-	B4	740
AS-210	EL	CD34+/38-	B5	384
AS-210	EL	CD34+/38-	B6	360
AS-210	EL	CD34+/38-	B7	142
AS-210	EL	CD34+/38-	B8	393
AS-210	EL	CD34+/38-	B9	251
AS-210	EL	CD34+/38-	B10	27
AS-210	EL	CD34+/38-	B11	389
AS-210	EL	CD34+/38-	B12	627
AS-210	EL	CD34+/38-	B13	423
AS-210	EL	CD34+/38-	B14	1380
AS-210	EL	CD34+/38-	B15	1974
AS-210	EL	CD34+/38-	B16	34774
AS-210	EL	CD34+/38-	B17	452
AS-210	EL	CD34+/38-	B18	355
AS-210	EL	CD34+/38-	B19	83101
AS-210	EL	CD34+/38-	B20	480
AS-210	EL	CD34+/38-	B21	516
AS-210	EL	CD34+/38-	B22	84815
AS-210	EL	CD34+/38-	B23	290
AS-210	EL	CD34+/38-	B24	455
AS-210	EL	CD34+/38-	C1	292
AS-210	EL	CD34+/38-	C2	4804
AS-210	EL	CD34+/38-	C3	721
AS-210	EL	CD34+/38-	C4	27900
AS-210	EL	CD34+/38-	C5	16928
AS-210	EL	CD34+/38-	C6	1657
AS-210	EL	CD34+/38-	C7	156
AS-210	EL	CD34+/38-	C8	4513
AS-210	EL	CD34+/38-	C9	4201
AS-210	EL	CD34+/38-	C10	1606
AS-210	EL	CD34+/38-	C11	25720
