Plate	Patient	Cell_type	Amplicon	Well	Count
AS-216	GR	NEs	GR_TET2a	A1	0
AS-216	GR	NEs	GR_TET2a	A2	0
AS-216	GR	NEs	GR_TET2a	A3	0
AS-216	GR	NEs	GR_TET2a	A4	0
AS-216	GR	NEs	GR_TET2a	A5	0
AS-216	GR	NEs	GR_TET2a	A6	1
AS-216	GR	NEs	GR_TET2a	A7	0
AS-216	GR	NEs	GR_TET2a	A8	0
AS-216	GR	NEs	GR_TET2a	A9	0
AS-216	GR	NEs	GR_TET2a	A10	0
AS-216	GR	NEs	GR_TET2a	A11	0
AS-216	GR	NEs	GR_TET2a	A12	0
AS-216	GR	NEs	GR_TET2a	A13	1
AS-216	GR	NEs	GR_TET2a	A14	0
AS-216	GR	NEs	GR_TET2a	A15	0
AS-216	GR	NEs	GR_TET2a	A16	0
AS-216	GR	NEs	GR_TET2a	A17	0
AS-216	GR	NEs	GR_TET2a	A18	0
AS-216	GR	NEs	GR_TET2a	A19	1
AS-216	GR	NEs	GR_TET2a	A20	0
AS-216	GR	NEs	GR_TET2a	A21	1
AS-216	GR	NEs	GR_TET2a	A22	15
AS-216	GR	NEs	GR_TET2a	A23	2
AS-216	GR	NEs	GR_TET2a	A24	4
AS-216	GR	NEs	GR_TET2a	B1	1
AS-216	GR	NEs	GR_TET2a	B2	0
AS-216	GR	NEs	GR_TET2a	B3	0
AS-216	GR	NEs	GR_TET2a	B4	0
AS-216	GR	NEs	GR_TET2a	B5	0
AS-216	GR	NEs	GR_TET2a	B6	0
AS-216	GR	NEs	GR_TET2a	B7	0
AS-216	GR	NEs	GR_TET2a	B8	1
AS-216	GR	NEs	GR_TET2a	B9	2
AS-216	GR	NEs	GR_TET2a	B10	0
AS-216	GR	NEs	GR_TET2a	B11	0
AS-216	GR	NEs	GR_TET2a	B12	0
AS-216	GR	NEs	GR_TET2a	B13	7
AS-216	GR	NEs	GR_TET2a	B14	0
AS-216	GR	NEs	GR_TET2a	B15	0
AS-216	GR	NEs	GR_TET2a	B16	0
AS-216	GR	NEs	GR_TET2a	B17	0
AS-216	GR	NEs	GR_TET2a	B18	0
AS-216	GR	NEs	GR_TET2a	B19	1
AS-216	GR	NEs	GR_TET2a	B20	0
AS-216	GR	NEs	GR_TET2a	B21	0
AS-216	GR	NEs	GR_TET2a	B22	12
AS-216	GR	NEs	GR_TET2a	B23	1
AS-216	GR	NEs	GR_TET2a	B24	3
AS-216	GR	NEs	GR_TET2a	C1	2
AS-216	GR	NEs	GR_TET2a	C2	3
AS-216	GR	NEs	GR_TET2a	C3	1
AS-216	GR	NEs	GR_TET2a	C4	1
AS-216	GR	NEs	GR_TET2a	C5	3
AS-216	GR	NEs	GR_TET2a	C6	8
AS-216	GR	NEs	GR_TET2a	C7	1
AS-216	GR	NEs	GR_TET2a	C8	4
AS-216	GR	NEs	GR_TET2a	C9	1
AS-216	GR	NEs	GR_TET2a	C10	1
AS-216	GR	NEs	GR_TET2a	C11	0
