Plate	Patient	Cell_type	Amplicon	Well	Count
AS-209	EL	nBCs	EL_SRSF2	A1	0
AS-209	EL	nBCs	EL_SRSF2	A2	0
AS-209	EL	nBCs	EL_SRSF2	A3	3
AS-209	EL	nBCs	EL_SRSF2	A4	0
AS-209	EL	nBCs	EL_SRSF2	A5	0
AS-209	EL	nBCs	EL_SRSF2	A6	0
AS-209	EL	nBCs	EL_SRSF2	A7	0
AS-209	EL	nBCs	EL_SRSF2	A8	0
AS-209	EL	nBCs	EL_SRSF2	A9	0
AS-209	EL	nBCs	EL_SRSF2	A10	0
AS-209	EL	nBCs	EL_SRSF2	A11	0
AS-209	EL	nBCs	EL_SRSF2	A12	0
AS-209	EL	nBCs	EL_SRSF2	A13	0
AS-209	EL	nBCs	EL_SRSF2	A14	0
AS-209	EL	nBCs	EL_SRSF2	A15	0
AS-209	EL	nBCs	EL_SRSF2	A16	0
AS-209	EL	nBCs	EL_SRSF2	A17	0
AS-209	EL	nBCs	EL_SRSF2	A18	0
AS-209	EL	nBCs	EL_SRSF2	A19	0
AS-209	EL	nBCs	EL_SRSF2	A20	0
AS-209	EL	nBCs	EL_SRSF2	A21	0
AS-209	EL	nBCs	EL_SRSF2	A22	0
AS-209	EL	nBCs	EL_SRSF2	A23	5
AS-209	EL	nBCs	EL_SRSF2	A24	0
AS-209	EL	nBCs	EL_SRSF2	B1	0
AS-209	EL	nBCs	EL_SRSF2	B2	0
AS-209	EL	nBCs	EL_SRSF2	B3	5
AS-209	EL	nBCs	EL_SRSF2	B4	1
AS-209	EL	nBCs	EL_SRSF2	B5	0
AS-209	EL	nBCs	EL_SRSF2	B6	1
AS-209	EL	nBCs	EL_SRSF2	B7	1
AS-209	EL	nBCs	EL_SRSF2	B8	3
AS-209	EL	nBCs	EL_SRSF2	B9	1
AS-209	EL	nBCs	EL_SRSF2	B10	0
AS-209	EL	nBCs	EL_SRSF2	B11	0
AS-209	EL	nBCs	EL_SRSF2	B12	1
AS-209	EL	nBCs	EL_SRSF2	B13	4
AS-209	EL	nBCs	EL_SRSF2	B14	0
AS-209	EL	nBCs	EL_SRSF2	B15	0
AS-209	EL	nBCs	EL_SRSF2	B16	7
AS-209	EL	nBCs	EL_SRSF2	B17	0
AS-209	EL	nBCs	EL_SRSF2	B18	0
AS-209	EL	nBCs	EL_SRSF2	B19	5
AS-209	EL	nBCs	EL_SRSF2	B20	2
AS-209	EL	nBCs	EL_SRSF2	B21	0
AS-209	EL	nBCs	EL_SRSF2	B22	2
AS-209	EL	nBCs	EL_SRSF2	B23	6
AS-209	EL	nBCs	EL_SRSF2	B24	0
AS-209	EL	nBCs	EL_SRSF2	C1	0
AS-209	EL	nBCs	EL_SRSF2	C2	0
AS-209	EL	nBCs	EL_SRSF2	C3	9
AS-209	EL	nBCs	EL_SRSF2	C4	1
AS-209	EL	nBCs	EL_SRSF2	C5	0
AS-209	EL	nBCs	EL_SRSF2	C6	0
AS-209	EL	nBCs	EL_SRSF2	C7	0
AS-209	EL	nBCs	EL_SRSF2	C8	1
AS-209	EL	nBCs	EL_SRSF2	C9	1
AS-209	EL	nBCs	EL_SRSF2	C10	0
AS-209	EL	nBCs	EL_SRSF2	C11	0
AS-209	EL	nBCs	EL_SRSF2	C12	10
AS-209	EL	nBCs	EL_SRSF2	C13	5
AS-209	EL	nBCs	EL_SRSF2	C14	0
AS-209	EL	nBCs	EL_SRSF2	C15	0
AS-209	EL	nBCs	EL_SRSF2	C16	3
AS-209	EL	nBCs	EL_SRSF2	C17	1
AS-209	EL	nBCs	EL_SRSF2	C18	10
AS-209	EL	nBCs	EL_SRSF2	C19	0
AS-209	EL	nBCs	EL_SRSF2	C20	9
AS-209	EL	nBCs	EL_SRSF2	C21	0
AS-209	EL	nBCs	EL_SRSF2	C22	3
AS-209	EL	nBCs	EL_SRSF2	C23	11
AS-209	EL	nBCs	EL_SRSF2	C24	0
AS-209	EL	nBCs	EL_SRSF2	D1	0
AS-209	EL	nBCs	EL_SRSF2	D2	0
AS-209	EL	nBCs	EL_SRSF2	D3	3
AS-209	EL	nBCs	EL_SRSF2	D4	0
AS-209	EL	nBCs	EL_SRSF2	D5	0
AS-209	EL	nBCs	EL_SRSF2	D6	0
AS-209	EL	nBCs	EL_SRSF2	D7	1
AS-209	EL	nBCs	EL_SRSF2	D8	1
AS-209	EL	nBCs	EL_SRSF2	D9	0
AS-209	EL	nBCs	EL_SRSF2	D10	0
AS-209	EL	nBCs	EL_SRSF2	D11	0
AS-209	EL	nBCs	EL_SRSF2	D12	1
AS-209	EL	nBCs	EL_SRSF2	D13	3
AS-209	EL	nBCs	EL_SRSF2	D14	0
AS-209	EL	nBCs	EL_SRSF2	D15	0
AS-209	EL	nBCs	EL_SRSF2	D16	1
AS-209	EL	nBCs	EL_SRSF2	D17	1
AS-209	EL	nBCs	EL_SRSF2	D18	0
AS-209	EL	nBCs	EL_SRSF2	D19	4
AS-209	EL	nBCs	EL_SRSF2	D20	1
AS-209	EL	nBCs	EL_SRSF2	D21	0
AS-209	EL	nBCs	EL_SRSF2	D22	1
AS-209	EL	nBCs	EL_SRSF2	D23	7
AS-209	EL	nBCs	EL_SRSF2	D24	0
AS-209	EL	nBCs	EL_SRSF2	E1	0
AS-209	EL	nBCs	EL_SRSF2	E2	1
AS-209	EL	nBCs	EL_SRSF2	E3	6
AS-209	EL	nBCs	EL_SRSF2	E4	2
AS-209	EL	nBCs	EL_SRSF2	E5	0
AS-209	EL	nBCs	EL_SRSF2	E6	2
AS-209	EL	nBCs	EL_SRSF2	E7	0
AS-209	EL	nBCs	EL_SRSF2	E8	8
AS-209	EL	nBCs	EL_SRSF2	E9	1
AS-209	EL	nBCs	EL_SRSF2	E10	0
AS-209	EL	nBCs	EL_SRSF2	E11	0
AS-209	EL	nBCs	EL_SRSF2	E12	1
AS-209	EL	nBCs	EL_SRSF2	E13	1
AS-209	EL	nBCs	EL_SRSF2	E14	1
AS-209	EL	nBCs	EL_SRSF2	E15	0
AS-209	EL	nBCs	EL_SRSF2	E16	2
AS-209	EL	nBCs	EL_SRSF2	E17	0
AS-209	EL	nBCs	EL_SRSF2	E18	5
AS-209	EL	nBCs	EL_SRSF2	E19	2
AS-209	EL	nBCs	EL_SRSF2	E20	3
AS-209	EL	nBCs	EL_SRSF2	E21	6
AS-209	EL	nBCs	EL_SRSF2	E22	0
AS-209	EL	nBCs	EL_SRSF2	E23	3
AS-209	EL	nBCs	EL_SRSF2	E24	1
AS-209	EL	nBCs	EL_SRSF2	F1	0
AS-209	EL	nBCs	EL_SRSF2	F2	1
AS-209	EL	nBCs	EL_SRSF2	F3	4
AS-209	EL	nBCs	EL_SRSF2	F4	1
AS-209	EL	nBCs	EL_SRSF2	F5	0
AS-209	EL	nBCs	EL_SRSF2	F6	0
AS-209	EL	nBCs	EL_SRSF2	F7	0
AS-209	EL	nBCs	EL_SRSF2	F8	0
AS-209	EL	nBCs	EL_SRSF2	F9	2
AS-209	EL	nBCs	EL_SRSF2	F10	0
AS-209	EL	nBCs	EL_SRSF2	F11	0
AS-209	EL	nBCs	EL_SRSF2	F12	1
AS-209	EL	nBCs	EL_SRSF2	F13	6
AS-209	EL	nBCs	EL_SRSF2	F14	0
AS-209	EL	nBCs	EL_SRSF2	F15	0
AS-209	EL	nBCs	EL_SRSF2	F16	1
AS-209	EL	nBCs	EL_SRSF2	F17	0
AS-209	EL	nBCs	EL_SRSF2	F18	0
AS-209	EL	nBCs	EL_SRSF2	F19	1
AS-209	EL	nBCs	EL_SRSF2	F20	7
AS-209	EL	nBCs	EL_SRSF2	F21	1
AS-209	EL	nBCs	EL_SRSF2	F22	2
AS-209	EL	nBCs	EL_SRSF2	F23	8
AS-209	EL	nBCs	EL_SRSF2	F24	1
AS-209	EL	nBCs	EL_SRSF2	G1	2
AS-209	EL	nBCs	EL_SRSF2	G2	2
AS-209	EL	nBCs	EL_SRSF2	G3	146
AS-209	EL	nBCs	EL_SRSF2	G4	6
AS-209	EL	nBCs	EL_SRSF2	G5	0
AS-209	EL	nBCs	EL_SRSF2	G6	4
AS-209	EL	nBCs	EL_SRSF2	G7	0
AS-209	EL	nBCs	EL_SRSF2	G8	3
AS-209	EL	nBCs	EL_SRSF2	G9	1
AS-209	EL	nBCs	EL_SRSF2	G10	0
AS-209	EL	nBCs	EL_SRSF2	G11	1
AS-209	EL	nBCs	EL_SRSF2	G12	4
AS-209	EL	nBCs	EL_SRSF2	G13	3
AS-209	EL	nBCs	EL_SRSF2	G14	0
AS-209	EL	nBCs	EL_SRSF2	G15	0
AS-209	EL	nBCs	EL_SRSF2	G16	2
AS-209	EL	nBCs	EL_SRSF2	G17	1
AS-209	EL	nBCs	EL_SRSF2	G18	5
AS-209	EL	nBCs	EL_SRSF2	G19	4
AS-209	EL	nBCs	EL_SRSF2	G20	3
AS-209	EL	nBCs	EL_SRSF2	G21	4
AS-209	EL	nBCs	EL_SRSF2	G22	2
AS-209	EL	nBCs	EL_SRSF2	G23	9
AS-209	EL	nBCs	EL_SRSF2	G24	3
AS-209	EL	nBCs	EL_SRSF2	H1	0
AS-209	EL	nBCs	EL_SRSF2	H2	0
AS-209	EL	nBCs	EL_SRSF2	H3	3
AS-209	EL	nBCs	EL_SRSF2	H4	0
AS-209	EL	nBCs	EL_SRSF2	H5	0
