Plate	Patient	Cell_type	Amplicon	Well	Count
AS-196	RN	nBCs	RN_RUNX1_c	A1	5
AS-196	RN	nBCs	RN_RUNX1_c	A2	36
AS-196	RN	nBCs	RN_RUNX1_c	A3	22
AS-196	RN	nBCs	RN_RUNX1_c	A4	48
AS-196	RN	nBCs	RN_RUNX1_c	A5	0
AS-196	RN	nBCs	RN_RUNX1_c	A6	44
AS-196	RN	nBCs	RN_RUNX1_c	A7	12
AS-196	RN	nBCs	RN_RUNX1_c	A8	42
AS-196	RN	nBCs	RN_RUNX1_c	A9	60
AS-196	RN	nBCs	RN_RUNX1_c	A10	1
AS-196	RN	nBCs	RN_RUNX1_c	A11	1
AS-196	RN	nBCs	RN_RUNX1_c	A12	53
AS-196	RN	nBCs	RN_RUNX1_c	A13	18
AS-196	RN	nBCs	RN_RUNX1_c	A14	0
AS-196	RN	nBCs	RN_RUNX1_c	A15	4
AS-196	RN	nBCs	RN_RUNX1_c	A16	40
AS-196	RN	nBCs	RN_RUNX1_c	A17	70
AS-196	RN	nBCs	RN_RUNX1_c	A18	121
AS-196	RN	nBCs	RN_RUNX1_c	A19	13
AS-196	RN	nBCs	RN_RUNX1_c	A20	36
AS-196	RN	nBCs	RN_RUNX1_c	A21	4
AS-196	RN	nBCs	RN_RUNX1_c	A22	19
AS-196	RN	nBCs	RN_RUNX1_c	A23	18
AS-196	RN	nBCs	RN_RUNX1_c	A24	24
AS-196	RN	nBCs	RN_RUNX1_c	B1	42
AS-196	RN	nBCs	RN_RUNX1_c	B2	265
AS-196	RN	nBCs	RN_RUNX1_c	B3	96
AS-196	RN	nBCs	RN_RUNX1_c	B4	341
AS-196	RN	nBCs	RN_RUNX1_c	B5	8
AS-196	RN	nBCs	RN_RUNX1_c	B6	3174
AS-196	RN	nBCs	RN_RUNX1_c	B7	83
AS-196	RN	nBCs	RN_RUNX1_c	B8	256
AS-196	RN	nBCs	RN_RUNX1_c	B9	441
AS-196	RN	nBCs	RN_RUNX1_c	B10	10
AS-196	RN	nBCs	RN_RUNX1_c	B11	0
AS-196	RN	nBCs	RN_RUNX1_c	B12	4699
AS-196	RN	nBCs	RN_RUNX1_c	B13	233
AS-196	RN	nBCs	RN_RUNX1_c	B14	10
AS-196	RN	nBCs	RN_RUNX1_c	B15	12
AS-196	RN	nBCs	RN_RUNX1_c	B16	243
AS-196	RN	nBCs	RN_RUNX1_c	B17	495
AS-196	RN	nBCs	RN_RUNX1_c	B18	814
AS-196	RN	nBCs	RN_RUNX1_c	B19	145
AS-196	RN	nBCs	RN_RUNX1_c	B20	293
AS-196	RN	nBCs	RN_RUNX1_c	B21	40
AS-196	RN	nBCs	RN_RUNX1_c	B22	219
AS-196	RN	nBCs	RN_RUNX1_c	B23	657
AS-196	RN	nBCs	RN_RUNX1_c	B24	8788
AS-196	RN	nBCs	RN_RUNX1_c	C1	6
AS-196	RN	nBCs	RN_RUNX1_c	C2	80
AS-196	RN	nBCs	RN_RUNX1_c	C3	25
AS-196	RN	nBCs	RN_RUNX1_c	C4	60
AS-196	RN	nBCs	RN_RUNX1_c	C5	1
AS-196	RN	nBCs	RN_RUNX1_c	C6	52
AS-196	RN	nBCs	RN_RUNX1_c	C7	17
AS-196	RN	nBCs	RN_RUNX1_c	C8	64
AS-196	RN	nBCs	RN_RUNX1_c	C9	130
AS-196	RN	nBCs	RN_RUNX1_c	C10	1
AS-196	RN	nBCs	RN_RUNX1_c	C11	1
AS-196	RN	nBCs	RN_RUNX1_c	C12	96
