Plate	Patient	Cell_type	Amplicon	Well	Count
AS-223	GR	CD34+halfCD38-	GR_TET2a	A1	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	A2	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	A3	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	A4	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	A5	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	A6	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	A7	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	A8	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	A9	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	A10	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	A11	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	A12	2
AS-223	GR	CD34+halfCD38-	GR_TET2a	A13	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	A14	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	A15	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	A16	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	A17	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	A18	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	A19	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	A20	2
AS-223	GR	CD34+halfCD38-	GR_TET2a	A21	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	A22	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	A23	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	A24	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	B1	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	B2	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	B3	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	B4	2
AS-223	GR	CD34+halfCD38-	GR_TET2a	B5	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	B6	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	B7	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	B8	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	B9	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	B10	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	B11	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	B12	3
AS-223	GR	CD34+halfCD38-	GR_TET2a	B13	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	B14	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	B15	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	B16	2
AS-223	GR	CD34+halfCD38-	GR_TET2a	B17	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	B18	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	B19	62
AS-223	GR	CD34+halfCD38-	GR_TET2a	B20	5
AS-223	GR	CD34+halfCD38-	GR_TET2a	B21	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	B22	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	B23	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	B24	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	C1	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	C2	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	C3	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	C4	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	C5	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	C6	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	C7	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	C8	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	C9	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	C10	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	C11	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	C12	8
AS-223	GR	CD34+halfCD38-	GR_TET2a	C13	3
AS-223	GR	CD34+halfCD38-	GR_TET2a	C14	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	C15	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	C16	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	C17	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	C18	73
AS-223	GR	CD34+halfCD38-	GR_TET2a	C19	41
AS-223	GR	CD34+halfCD38-	GR_TET2a	C20	4
AS-223	GR	CD34+halfCD38-	GR_TET2a	C21	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	C22	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	C23	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	C24	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	D1	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	D2	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	D3	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	D4	4
AS-223	GR	CD34+halfCD38-	GR_TET2a	D5	2
AS-223	GR	CD34+halfCD38-	GR_TET2a	D6	3
AS-223	GR	CD34+halfCD38-	GR_TET2a	D7	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	D8	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	D9	43
AS-223	GR	CD34+halfCD38-	GR_TET2a	D10	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	D11	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	D12	713
AS-223	GR	CD34+halfCD38-	GR_TET2a	D13	3
AS-223	GR	CD34+halfCD38-	GR_TET2a	D14	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	D15	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	D16	2
AS-223	GR	CD34+halfCD38-	GR_TET2a	D17	2
AS-223	GR	CD34+halfCD38-	GR_TET2a	D18	510
AS-223	GR	CD34+halfCD38-	GR_TET2a	D19	2
AS-223	GR	CD34+halfCD38-	GR_TET2a	D20	7
AS-223	GR	CD34+halfCD38-	GR_TET2a	D21	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	D22	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	D23	3
AS-223	GR	CD34+halfCD38-	GR_TET2a	D24	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	E1	2
AS-223	GR	CD34+halfCD38-	GR_TET2a	E2	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	E3	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	E4	2
AS-223	GR	CD34+halfCD38-	GR_TET2a	E5	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	E6	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	E7	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	E8	3
AS-223	GR	CD34+halfCD38-	GR_TET2a	E9	12
AS-223	GR	CD34+halfCD38-	GR_TET2a	E10	31
AS-223	GR	CD34+halfCD38-	GR_TET2a	E11	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	E12	9
AS-223	GR	CD34+halfCD38-	GR_TET2a	E13	3
AS-223	GR	CD34+halfCD38-	GR_TET2a	E14	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	E15	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	E16	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	E17	14
AS-223	GR	CD34+halfCD38-	GR_TET2a	E18	4
AS-223	GR	CD34+halfCD38-	GR_TET2a	E19	5
AS-223	GR	CD34+halfCD38-	GR_TET2a	E20	8
AS-223	GR	CD34+halfCD38-	GR_TET2a	E21	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	E22	2
AS-223	GR	CD34+halfCD38-	GR_TET2a	E23	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	E24	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	F1	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	F2	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	F3	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	F4	3
AS-223	GR	CD34+halfCD38-	GR_TET2a	F5	6
AS-223	GR	CD34+halfCD38-	GR_TET2a	F6	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	F7	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	F8	3
AS-223	GR	CD34+halfCD38-	GR_TET2a	F9	2
AS-223	GR	CD34+halfCD38-	GR_TET2a	F10	24
AS-223	GR	CD34+halfCD38-	GR_TET2a	F11	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	F12	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	F13	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	F14	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	F15	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	F16	4
AS-223	GR	CD34+halfCD38-	GR_TET2a	F17	2
AS-223	GR	CD34+halfCD38-	GR_TET2a	F18	2
AS-223	GR	CD34+halfCD38-	GR_TET2a	F19	10
AS-223	GR	CD34+halfCD38-	GR_TET2a	F20	10
AS-223	GR	CD34+halfCD38-	GR_TET2a	F21	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	F22	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	F23	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	F24	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	G1	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	G2	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	G3	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	G4	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	G5	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	G6	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	G7	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	G8	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	G9	1
AS-223	GR	CD34+halfCD38-	GR_TET2a	G10	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	G11	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	G12	3
AS-223	GR	CD34+halfCD38-	GR_TET2a	G13	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	G14	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	G15	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	G16	0
AS-223	GR	CD34+halfCD38-	GR_TET2a	G17	0
