Plate	Patient	Cell_type	Amplicon	Well	Count
AS-203	EL	NEs	EL_SRSF2	A1	0
AS-203	EL	NEs	EL_SRSF2	A2	0
AS-203	EL	NEs	EL_SRSF2	A3	6
AS-203	EL	NEs	EL_SRSF2	A4	0
AS-203	EL	NEs	EL_SRSF2	A5	1
AS-203	EL	NEs	EL_SRSF2	A6	1
AS-203	EL	NEs	EL_SRSF2	A7	3
AS-203	EL	NEs	EL_SRSF2	A8	2
AS-203	EL	NEs	EL_SRSF2	A9	2
AS-203	EL	NEs	EL_SRSF2	A10	1
AS-203	EL	NEs	EL_SRSF2	A11	0
AS-203	EL	NEs	EL_SRSF2	A12	1
AS-203	EL	NEs	EL_SRSF2	A13	1
AS-203	EL	NEs	EL_SRSF2	A14	0
AS-203	EL	NEs	EL_SRSF2	A15	0
AS-203	EL	NEs	EL_SRSF2	A16	2
AS-203	EL	NEs	EL_SRSF2	A17	1
AS-203	EL	NEs	EL_SRSF2	A18	8
AS-203	EL	NEs	EL_SRSF2	A19	12
AS-203	EL	NEs	EL_SRSF2	A20	0
AS-203	EL	NEs	EL_SRSF2	A21	1
AS-203	EL	NEs	EL_SRSF2	A22	1
AS-203	EL	NEs	EL_SRSF2	A23	1
AS-203	EL	NEs	EL_SRSF2	A24	0
AS-203	EL	NEs	EL_SRSF2	B1	0
AS-203	EL	NEs	EL_SRSF2	B2	2
AS-203	EL	NEs	EL_SRSF2	B3	12
AS-203	EL	NEs	EL_SRSF2	B4	2
AS-203	EL	NEs	EL_SRSF2	B5	0
AS-203	EL	NEs	EL_SRSF2	B6	1
AS-203	EL	NEs	EL_SRSF2	B7	2
AS-203	EL	NEs	EL_SRSF2	B8	2
AS-203	EL	NEs	EL_SRSF2	B9	0
AS-203	EL	NEs	EL_SRSF2	B10	0
AS-203	EL	NEs	EL_SRSF2	B11	0
AS-203	EL	NEs	EL_SRSF2	B12	4
AS-203	EL	NEs	EL_SRSF2	B13	8
AS-203	EL	NEs	EL_SRSF2	B14	1
AS-203	EL	NEs	EL_SRSF2	B15	0
AS-203	EL	NEs	EL_SRSF2	B16	3
AS-203	EL	NEs	EL_SRSF2	B17	4
AS-203	EL	NEs	EL_SRSF2	B18	1
AS-203	EL	NEs	EL_SRSF2	B19	14
AS-203	EL	NEs	EL_SRSF2	B20	6
AS-203	EL	NEs	EL_SRSF2	B21	0
AS-203	EL	NEs	EL_SRSF2	B22	1
AS-203	EL	NEs	EL_SRSF2	B23	1
AS-203	EL	NEs	EL_SRSF2	B24	2
AS-203	EL	NEs	EL_SRSF2	C1	1
AS-203	EL	NEs	EL_SRSF2	C2	4
AS-203	EL	NEs	EL_SRSF2	C3	2
AS-203	EL	NEs	EL_SRSF2	C4	7
AS-203	EL	NEs	EL_SRSF2	C5	0
AS-203	EL	NEs	EL_SRSF2	C6	10
AS-203	EL	NEs	EL_SRSF2	C7	3
AS-203	EL	NEs	EL_SRSF2	C8	7
AS-203	EL	NEs	EL_SRSF2	C9	4
AS-203	EL	NEs	EL_SRSF2	C10	0
AS-203	EL	NEs	EL_SRSF2	C11	0
AS-203	EL	NEs	EL_SRSF2	C12	7
AS-203	EL	NEs	EL_SRSF2	C13	5
AS-203	EL	NEs	EL_SRSF2	C14	0
AS-203	EL	NEs	EL_SRSF2	C15	0
AS-203	EL	NEs	EL_SRSF2	C16	7
AS-203	EL	NEs	EL_SRSF2	C17	19
AS-203	EL	NEs	EL_SRSF2	C18	20
AS-203	EL	NEs	EL_SRSF2	C19	16
AS-203	EL	NEs	EL_SRSF2	C20	4
AS-203	EL	NEs	EL_SRSF2	C21	2
AS-203	EL	NEs	EL_SRSF2	C22	4
AS-203	EL	NEs	EL_SRSF2	C23	5
AS-203	EL	NEs	EL_SRSF2	C24	2
AS-203	EL	NEs	EL_SRSF2	D1	0
AS-203	EL	NEs	EL_SRSF2	D2	20
AS-203	EL	NEs	EL_SRSF2	D3	8
AS-203	EL	NEs	EL_SRSF2	D4	5
AS-203	EL	NEs	EL_SRSF2	D5	0
AS-203	EL	NEs	EL_SRSF2	D6	3
AS-203	EL	NEs	EL_SRSF2	D7	1
AS-203	EL	NEs	EL_SRSF2	D8	4
AS-203	EL	NEs	EL_SRSF2	D9	7
AS-203	EL	NEs	EL_SRSF2	D10	0
AS-203	EL	NEs	EL_SRSF2	D11	0
AS-203	EL	NEs	EL_SRSF2	D12	1
AS-203	EL	NEs	EL_SRSF2	D13	0
AS-203	EL	NEs	EL_SRSF2	D14	0
AS-203	EL	NEs	EL_SRSF2	D15	2
AS-203	EL	NEs	EL_SRSF2	D16	5
AS-203	EL	NEs	EL_SRSF2	D17	5
AS-203	EL	NEs	EL_SRSF2	D18	3
AS-203	EL	NEs	EL_SRSF2	D19	12
AS-203	EL	NEs	EL_SRSF2	D20	8
AS-203	EL	NEs	EL_SRSF2	D21	1
AS-203	EL	NEs	EL_SRSF2	D22	0
AS-203	EL	NEs	EL_SRSF2	D23	1
AS-203	EL	NEs	EL_SRSF2	D24	0
AS-203	EL	NEs	EL_SRSF2	E1	0
AS-203	EL	NEs	EL_SRSF2	E2	1
AS-203	EL	NEs	EL_SRSF2	E3	5
AS-203	EL	NEs	EL_SRSF2	E4	4
AS-203	EL	NEs	EL_SRSF2	E5	0
AS-203	EL	NEs	EL_SRSF2	E6	8
AS-203	EL	NEs	EL_SRSF2	E7	11
AS-203	EL	NEs	EL_SRSF2	E8	5
