Plate	Patient	Cell_type	Amplicon	Well	Count
AS-218	GR	CD34	GR_TET2a	A1	0
AS-218	GR	CD34	GR_TET2a	A2	0
AS-218	GR	CD34	GR_TET2a	A3	0
AS-218	GR	CD34	GR_TET2a	A4	3
AS-218	GR	CD34	GR_TET2a	A5	0
AS-218	GR	CD34	GR_TET2a	A6	1
AS-218	GR	CD34	GR_TET2a	A7	0
AS-218	GR	CD34	GR_TET2a	A8	3
AS-218	GR	CD34	GR_TET2a	A9	4
AS-218	GR	CD34	GR_TET2a	A10	0
AS-218	GR	CD34	GR_TET2a	A11	1
AS-218	GR	CD34	GR_TET2a	A12	3
AS-218	GR	CD34	GR_TET2a	A13	6
AS-218	GR	CD34	GR_TET2a	A14	1
AS-218	GR	CD34	GR_TET2a	A15	0
AS-218	GR	CD34	GR_TET2a	A16	0
AS-218	GR	CD34	GR_TET2a	A17	0
AS-218	GR	CD34	GR_TET2a	A18	1
AS-218	GR	CD34	GR_TET2a	A19	0
AS-218	GR	CD34	GR_TET2a	A20	0
AS-218	GR	CD34	GR_TET2a	A21	0
AS-218	GR	CD34	GR_TET2a	A22	1
AS-218	GR	CD34	GR_TET2a	A23	0
AS-218	GR	CD34	GR_TET2a	A24	0
AS-218	GR	CD34	GR_TET2a	B1	3
AS-218	GR	CD34	GR_TET2a	B2	10
AS-218	GR	CD34	GR_TET2a	B3	13
AS-218	GR	CD34	GR_TET2a	B4	11
AS-218	GR	CD34	GR_TET2a	B5	6
AS-218	GR	CD34	GR_TET2a	B6	17
AS-218	GR	CD34	GR_TET2a	B7	10
AS-218	GR	CD34	GR_TET2a	B8	20
AS-218	GR	CD34	GR_TET2a	B9	1127
AS-218	GR	CD34	GR_TET2a	B10	1
AS-218	GR	CD34	GR_TET2a	B11	3
AS-218	GR	CD34	GR_TET2a	B12	20
AS-218	GR	CD34	GR_TET2a	B13	6959
AS-218	GR	CD34	GR_TET2a	B14	6
AS-218	GR	CD34	GR_TET2a	B15	0
AS-218	GR	CD34	GR_TET2a	B16	7
AS-218	GR	CD34	GR_TET2a	B17	11
AS-218	GR	CD34	GR_TET2a	B18	21
AS-218	GR	CD34	GR_TET2a	B19	11
AS-218	GR	CD34	GR_TET2a	B20	6
AS-218	GR	CD34	GR_TET2a	B21	3
AS-218	GR	CD34	GR_TET2a	B22	5
AS-218	GR	CD34	GR_TET2a	B23	7
AS-218	GR	CD34	GR_TET2a	B24	4
AS-218	GR	CD34	GR_TET2a	C1	5
AS-218	GR	CD34	GR_TET2a	C2	5
AS-218	GR	CD34	GR_TET2a	C3	4
AS-218	GR	CD34	GR_TET2a	C4	5
AS-218	GR	CD34	GR_TET2a	C5	2
AS-218	GR	CD34	GR_TET2a	C6	70
AS-218	GR	CD34	GR_TET2a	C7	556
AS-218	GR	CD34	GR_TET2a	C8	11
AS-218	GR	CD34	GR_TET2a	C9	10
AS-218	GR	CD34	GR_TET2a	C10	2
AS-218	GR	CD34	GR_TET2a	C11	0
AS-218	GR	CD34	GR_TET2a	C12	14
AS-218	GR	CD34	GR_TET2a	C13	17
AS-218	GR	CD34	GR_TET2a	C14	2
AS-218	GR	CD34	GR_TET2a	C15	0
AS-218	GR	CD34	GR_TET2a	C16	2
AS-218	GR	CD34	GR_TET2a	C17	3
AS-218	GR	CD34	GR_TET2a	C18	4
AS-218	GR	CD34	GR_TET2a	C19	4
AS-218	GR	CD34	GR_TET2a	C20	4
AS-218	GR	CD34	GR_TET2a	C21	1
AS-218	GR	CD34	GR_TET2a	C22	36
AS-218	GR	CD34	GR_TET2a	C23	2
AS-218	GR	CD34	GR_TET2a	C24	1
AS-218	GR	CD34	GR_TET2a	D1	1
AS-218	GR	CD34	GR_TET2a	D2	4
AS-218	GR	CD34	GR_TET2a	D3	3
AS-218	GR	CD34	GR_TET2a	D4	8
AS-218	GR	CD34	GR_TET2a	D5	0
AS-218	GR	CD34	GR_TET2a	D6	7
AS-218	GR	CD34	GR_TET2a	D7	6
AS-218	GR	CD34	GR_TET2a	D8	3
AS-218	GR	CD34	GR_TET2a	D9	9
AS-218	GR	CD34	GR_TET2a	D10	172
AS-218	GR	CD34	GR_TET2a	D11	0
AS-218	GR	CD34	GR_TET2a	D12	34
AS-218	GR	CD34	GR_TET2a	D13	9
AS-218	GR	CD34	GR_TET2a	D14	5
AS-218	GR	CD34	GR_TET2a	D15	0
AS-218	GR	CD34	GR_TET2a	D16	3
AS-218	GR	CD34	GR_TET2a	D17	4
AS-218	GR	CD34	GR_TET2a	D18	10
AS-218	GR	CD34	GR_TET2a	D19	5
AS-218	GR	CD34	GR_TET2a	D20	1
AS-218	GR	CD34	GR_TET2a	D21	2
AS-218	GR	CD34	GR_TET2a	D22	2
AS-218	GR	CD34	GR_TET2a	D23	3
AS-218	GR	CD34	GR_TET2a	D24	2
AS-218	GR	CD34	GR_TET2a	E1	3
AS-218	GR	CD34	GR_TET2a	E2	29
AS-218	GR	CD34	GR_TET2a	E3	10
AS-218	GR	CD34	GR_TET2a	E4	17
AS-218	GR	CD34	GR_TET2a	E5	3
AS-218	GR	CD34	GR_TET2a	E6	115
AS-218	GR	CD34	GR_TET2a	E7	13
AS-218	GR	CD34	GR_TET2a	E8	160
AS-218	GR	CD34	GR_TET2a	E9	31
AS-218	GR	CD34	GR_TET2a	E10	0
AS-218	GR	CD34	GR_TET2a	E11	310
AS-218	GR	CD34	GR_TET2a	E12	23
AS-218	GR	CD34	GR_TET2a	E13	30
AS-218	GR	CD34	GR_TET2a	E14	8
AS-218	GR	CD34	GR_TET2a	E15	14
AS-218	GR	CD34	GR_TET2a	E16	7
AS-218	GR	CD34	GR_TET2a	E17	7
AS-218	GR	CD34	GR_TET2a	E18	26
AS-218	GR	CD34	GR_TET2a	E19	11
AS-218	GR	CD34	GR_TET2a	E20	215
AS-218	GR	CD34	GR_TET2a	E21	4
AS-218	GR	CD34	GR_TET2a	E22	223
AS-218	GR	CD34	GR_TET2a	E23	10
AS-218	GR	CD34	GR_TET2a	E24	22
AS-218	GR	CD34	GR_TET2a	F1	4
AS-218	GR	CD34	GR_TET2a	F2	6
AS-218	GR	CD34	GR_TET2a	F3	15
AS-218	GR	CD34	GR_TET2a	F4	1963
AS-218	GR	CD34	GR_TET2a	F5	2
AS-218	GR	CD34	GR_TET2a	F6	10
AS-218	GR	CD34	GR_TET2a	F7	5
AS-218	GR	CD34	GR_TET2a	F8	68
AS-218	GR	CD34	GR_TET2a	F9	277
AS-218	GR	CD34	GR_TET2a	F10	2
AS-218	GR	CD34	GR_TET2a	F11	20
AS-218	GR	CD34	GR_TET2a	F12	12
AS-218	GR	CD34	GR_TET2a	F13	12
AS-218	GR	CD34	GR_TET2a	F14	4
AS-218	GR	CD34	GR_TET2a	F15	1
AS-218	GR	CD34	GR_TET2a	F16	30
AS-218	GR	CD34	GR_TET2a	F17	5
AS-218	GR	CD34	GR_TET2a	F18	9
AS-218	GR	CD34	GR_TET2a	F19	10
AS-218	GR	CD34	GR_TET2a	F20	5
AS-218	GR	CD34	GR_TET2a	F21	10
AS-218	GR	CD34	GR_TET2a	F22	24
AS-218	GR	CD34	GR_TET2a	F23	1
AS-218	GR	CD34	GR_TET2a	F24	3
AS-218	GR	CD34	GR_TET2a	G1	10
AS-218	GR	CD34	GR_TET2a	G2	11
AS-218	GR	CD34	GR_TET2a	G3	338
AS-218	GR	CD34	GR_TET2a	G4	16
AS-218	GR	CD34	GR_TET2a	G5	12
AS-218	GR	CD34	GR_TET2a	G6	26
AS-218	GR	CD34	GR_TET2a	G7	8
AS-218	GR	CD34	GR_TET2a	G8	470
AS-218	GR	CD34	GR_TET2a	G9	52
AS-218	GR	CD34	GR_TET2a	G10	1
AS-218	GR	CD34	GR_TET2a	G11	1
AS-218	GR	CD34	GR_TET2a	G12	36
AS-218	GR	CD34	GR_TET2a	G13	39
AS-218	GR	CD34	GR_TET2a	G14	2964
AS-218	GR	CD34	GR_TET2a	G15	1
AS-218	GR	CD34	GR_TET2a	G16	15
AS-218	GR	CD34	GR_TET2a	G17	465
AS-218	GR	CD34	GR_TET2a	G18	888
AS-218	GR	CD34	GR_TET2a	G19	21
AS-218	GR	CD34	GR_TET2a	G20	7
AS-218	GR	CD34	GR_TET2a	G21	3
AS-218	GR	CD34	GR_TET2a	G22	13
AS-218	GR	CD34	GR_TET2a	G23	7
AS-218	GR	CD34	GR_TET2a	G24	4
AS-218	GR	CD34	GR_TET2a	H1	5
AS-218	GR	CD34	GR_TET2a	H2	765
AS-218	GR	CD34	GR_TET2a	H3	2195
AS-218	GR	CD34	GR_TET2a	H4	23
AS-218	GR	CD34	GR_TET2a	H5	4
AS-218	GR	CD34	GR_TET2a	H6	548
AS-218	GR	CD34	GR_TET2a	H7	10
AS-218	GR	CD34	GR_TET2a	H8	464
AS-218	GR	CD34	GR_TET2a	H9	14
AS-218	GR	CD34	GR_TET2a	H10	2
AS-218	GR	CD34	GR_TET2a	H11	59
AS-218	GR	CD34	GR_TET2a	H12	20
AS-218	GR	CD34	GR_TET2a	H13	70
AS-218	GR	CD34	GR_TET2a	H14	7
AS-218	GR	CD34	GR_TET2a	H15	4
AS-218	GR	CD34	GR_TET2a	H16	7
AS-218	GR	CD34	GR_TET2a	H17	9
AS-218	GR	CD34	GR_TET2a	H18	14
AS-218	GR	CD34	GR_TET2a	H19	7
AS-218	GR	CD34	GR_TET2a	H20	8
AS-218	GR	CD34	GR_TET2a	H21	3
AS-218	GR	CD34	GR_TET2a	H22	8
AS-218	GR	CD34	GR_TET2a	H23	3
AS-218	GR	CD34	GR_TET2a	H24	6
AS-218	GR	CD34	GR_TET2a	I1	0
AS-218	GR	CD34	GR_TET2a	I2	763
AS-218	GR	CD34	GR_TET2a	I3	11
AS-218	GR	CD34	GR_TET2a	I4	16
AS-218	GR	CD34	GR_TET2a	I5	7
AS-218	GR	CD34	GR_TET2a	I6	91
AS-218	GR	CD34	GR_TET2a	I7	9
AS-218	GR	CD34	GR_TET2a	I8	32
AS-218	GR	CD34	GR_TET2a	I9	4068
AS-218	GR	CD34	GR_TET2a	I10	1
AS-218	GR	CD34	GR_TET2a	I11	2
AS-218	GR	CD34	GR_TET2a	I12	25
AS-218	GR	CD34	GR_TET2a	I13	39
AS-218	GR	CD34	GR_TET2a	I14	367
AS-218	GR	CD34	GR_TET2a	I15	1
AS-218	GR	CD34	GR_TET2a	I16	10
AS-218	GR	CD34	GR_TET2a	I17	46
AS-218	GR	CD34	GR_TET2a	I18	25
AS-218	GR	CD34	GR_TET2a	I19	17
AS-218	GR	CD34	GR_TET2a	I20	23
AS-218	GR	CD34	GR_TET2a	I21	3
AS-218	GR	CD34	GR_TET2a	I22	8
AS-218	GR	CD34	GR_TET2a	I23	8
AS-218	GR	CD34	GR_TET2a	I24	6
AS-218	GR	CD34	GR_TET2a	J1	3
AS-218	GR	CD34	GR_TET2a	J2	186
AS-218	GR	CD34	GR_TET2a	J3	4
AS-218	GR	CD34	GR_TET2a	J4	24
AS-218	GR	CD34	GR_TET2a	J5	2
AS-218	GR	CD34	GR_TET2a	J6	8
AS-218	GR	CD34	GR_TET2a	J7	7
AS-218	GR	CD34	GR_TET2a	J8	32
AS-218	GR	CD34	GR_TET2a	J9	20
AS-218	GR	CD34	GR_TET2a	J10	0
AS-218	GR	CD34	GR_TET2a	J11	3
AS-218	GR	CD34	GR_TET2a	J12	1387
AS-218	GR	CD34	GR_TET2a	J13	25
AS-218	GR	CD34	GR_TET2a	J14	1
AS-218	GR	CD34	GR_TET2a	J15	0
AS-218	GR	CD34	GR_TET2a	J16	4
AS-218	GR	CD34	GR_TET2a	J17	905
AS-218	GR	CD34	GR_TET2a	J18	5
AS-218	GR	CD34	GR_TET2a	J19	35
AS-218	GR	CD34	GR_TET2a	J20	3
AS-218	GR	CD34	GR_TET2a	J21	0
AS-218	GR	CD34	GR_TET2a	J22	2
AS-218	GR	CD34	GR_TET2a	J23	1
AS-218	GR	CD34	GR_TET2a	J24	3
AS-218	GR	CD34	GR_TET2a	K1	5
AS-218	GR	CD34	GR_TET2a	K2	14
AS-218	GR	CD34	GR_TET2a	K3	6
AS-218	GR	CD34	GR_TET2a	K4	7
AS-218	GR	CD34	GR_TET2a	K5	4
AS-218	GR	CD34	GR_TET2a	K6	1016
AS-218	GR	CD34	GR_TET2a	K7	790
AS-218	GR	CD34	GR_TET2a	K8	18
AS-218	GR	CD34	GR_TET2a	K9	17
AS-218	GR	CD34	GR_TET2a	K10	0
AS-218	GR	CD34	GR_TET2a	K11	3
AS-218	GR	CD34	GR_TET2a	K12	10
AS-218	GR	CD34	GR_TET2a	K13	25
AS-218	GR	CD34	GR_TET2a	K14	5
AS-218	GR	CD34	GR_TET2a	K15	1
AS-218	GR	CD34	GR_TET2a	K16	563
AS-218	GR	CD34	GR_TET2a	K17	6
AS-218	GR	CD34	GR_TET2a	K18	13
AS-218	GR	CD34	GR_TET2a	K19	647
AS-218	GR	CD34	GR_TET2a	K20	12
AS-218	GR	CD34	GR_TET2a	K21	2
AS-218	GR	CD34	GR_TET2a	K22	78
AS-218	GR	CD34	GR_TET2a	K23	4
AS-218	GR	CD34	GR_TET2a	K24	3
AS-218	GR	CD34	GR_TET2a	L1	2
AS-218	GR	CD34	GR_TET2a	L2	11
AS-218	GR	CD34	GR_TET2a	L3	9
AS-218	GR	CD34	GR_TET2a	L4	8
AS-218	GR	CD34	GR_TET2a	L5	2
AS-218	GR	CD34	GR_TET2a	L6	358
AS-218	GR	CD34	GR_TET2a	L7	42
AS-218	GR	CD34	GR_TET2a	L8	133
AS-218	GR	CD34	GR_TET2a	L9	16
AS-218	GR	CD34	GR_TET2a	L10	1
AS-218	GR	CD34	GR_TET2a	L11	2
AS-218	GR	CD34	GR_TET2a	L12	4437
AS-218	GR	CD34	GR_TET2a	L13	19
AS-218	GR	CD34	GR_TET2a	L14	7
AS-218	GR	CD34	GR_TET2a	L15	1
AS-218	GR	CD34	GR_TET2a	L16	7
AS-218	GR	CD34	GR_TET2a	L17	5
AS-218	GR	CD34	GR_TET2a	L18	494
AS-218	GR	CD34	GR_TET2a	L19	7
AS-218	GR	CD34	GR_TET2a	L20	6
AS-218	GR	CD34	GR_TET2a	L21	3
AS-218	GR	CD34	GR_TET2a	L22	6
AS-218	GR	CD34	GR_TET2a	L23	3
AS-218	GR	CD34	GR_TET2a	L24	3
AS-218	GR	CD34	GR_TET2a	M1	0
AS-218	GR	CD34	GR_TET2a	M2	2
AS-218	GR	CD34	GR_TET2a	M3	8
AS-218	GR	CD34	GR_TET2a	M4	7
AS-218	GR	CD34	GR_TET2a	M5	0
AS-218	GR	CD34	GR_TET2a	M6	40
AS-218	GR	CD34	GR_TET2a	M7	2
AS-218	GR	CD34	GR_TET2a	M8	1
AS-218	GR	CD34	GR_TET2a	M9	3
AS-218	GR	CD34	GR_TET2a	M10	1
AS-218	GR	CD34	GR_TET2a	M11	1
AS-218	GR	CD34	GR_TET2a	M12	28
AS-218	GR	CD34	GR_TET2a	M13	2
AS-218	GR	CD34	GR_TET2a	M14	6
AS-218	GR	CD34	GR_TET2a	M15	0
AS-218	GR	CD34	GR_TET2a	M16	0
AS-218	GR	CD34	GR_TET2a	M17	4
AS-218	GR	CD34	GR_TET2a	M18	1
AS-218	GR	CD34	GR_TET2a	M19	2
AS-218	GR	CD34	GR_TET2a	M20	0
AS-218	GR	CD34	GR_TET2a	M21	0
AS-218	GR	CD34	GR_TET2a	M22	1
AS-218	GR	CD34	GR_TET2a	M23	0
AS-218	GR	CD34	GR_TET2a	M24	0
AS-218	GR	CD34	GR_TET2a	N1	0
AS-218	GR	CD34	GR_TET2a	N2	2
AS-218	GR	CD34	GR_TET2a	N3	2
AS-218	GR	CD34	GR_TET2a	N4	681
AS-218	GR	CD34	GR_TET2a	N5	0
AS-218	GR	CD34	GR_TET2a	N6	1
AS-218	GR	CD34	GR_TET2a	N7	25
