Plate	Patient	Cell_type	Amplicon	Well	Count
AS-217	GR	Monocytes	GR_TET2a	A1	0
AS-217	GR	Monocytes	GR_TET2a	A2	0
AS-217	GR	Monocytes	GR_TET2a	A3	9
AS-217	GR	Monocytes	GR_TET2a	A4	1
AS-217	GR	Monocytes	GR_TET2a	A5	0
AS-217	GR	Monocytes	GR_TET2a	A6	2
AS-217	GR	Monocytes	GR_TET2a	A7	5
AS-217	GR	Monocytes	GR_TET2a	A8	6
AS-217	GR	Monocytes	GR_TET2a	A9	10
AS-217	GR	Monocytes	GR_TET2a	A10	5
AS-217	GR	Monocytes	GR_TET2a	A11	2
AS-217	GR	Monocytes	GR_TET2a	A12	3
AS-217	GR	Monocytes	GR_TET2a	A13	1
AS-217	GR	Monocytes	GR_TET2a	A14	0
AS-217	GR	Monocytes	GR_TET2a	A15	1
AS-217	GR	Monocytes	GR_TET2a	A16	11
AS-217	GR	Monocytes	GR_TET2a	A17	9
AS-217	GR	Monocytes	GR_TET2a	A18	1
AS-217	GR	Monocytes	GR_TET2a	A19	0
AS-217	GR	Monocytes	GR_TET2a	A20	2
AS-217	GR	Monocytes	GR_TET2a	A21	1
AS-217	GR	Monocytes	GR_TET2a	A22	3
AS-217	GR	Monocytes	GR_TET2a	A23	12
AS-217	GR	Monocytes	GR_TET2a	A24	16
AS-217	GR	Monocytes	GR_TET2a	B1	3
AS-217	GR	Monocytes	GR_TET2a	B2	2
AS-217	GR	Monocytes	GR_TET2a	B3	15
AS-217	GR	Monocytes	GR_TET2a	B4	1
AS-217	GR	Monocytes	GR_TET2a	B5	1
AS-217	GR	Monocytes	GR_TET2a	B6	8
AS-217	GR	Monocytes	GR_TET2a	B7	10
AS-217	GR	Monocytes	GR_TET2a	B8	7
AS-217	GR	Monocytes	GR_TET2a	B9	16
AS-217	GR	Monocytes	GR_TET2a	B10	0
AS-217	GR	Monocytes	GR_TET2a	B11	1
AS-217	GR	Monocytes	GR_TET2a	B12	23
AS-217	GR	Monocytes	GR_TET2a	B13	11
AS-217	GR	Monocytes	GR_TET2a	B14	0
AS-217	GR	Monocytes	GR_TET2a	B15	2
AS-217	GR	Monocytes	GR_TET2a	B16	17
AS-217	GR	Monocytes	GR_TET2a	B17	6
AS-217	GR	Monocytes	GR_TET2a	B18	3
AS-217	GR	Monocytes	GR_TET2a	B19	584
AS-217	GR	Monocytes	GR_TET2a	B20	2
AS-217	GR	Monocytes	GR_TET2a	B21	790
AS-217	GR	Monocytes	GR_TET2a	B22	3
AS-217	GR	Monocytes	GR_TET2a	B23	11
AS-217	GR	Monocytes	GR_TET2a	B24	15
AS-217	GR	Monocytes	GR_TET2a	C1	22
AS-217	GR	Monocytes	GR_TET2a	C2	24
AS-217	GR	Monocytes	GR_TET2a	C3	47
AS-217	GR	Monocytes	GR_TET2a	C4	6
AS-217	GR	Monocytes	GR_TET2a	C5	2
AS-217	GR	Monocytes	GR_TET2a	C6	4464
AS-217	GR	Monocytes	GR_TET2a	C7	722
AS-217	GR	Monocytes	GR_TET2a	C8	48
AS-217	GR	Monocytes	GR_TET2a	C9	65
AS-217	GR	Monocytes	GR_TET2a	C10	3
AS-217	GR	Monocytes	GR_TET2a	C11	1
AS-217	GR	Monocytes	GR_TET2a	C12	63
AS-217	GR	Monocytes	GR_TET2a	C13	24
AS-217	GR	Monocytes	GR_TET2a	C14	3
AS-217	GR	Monocytes	GR_TET2a	C15	406
AS-217	GR	Monocytes	GR_TET2a	C16	47
AS-217	GR	Monocytes	GR_TET2a	C17	40
AS-217	GR	Monocytes	GR_TET2a	C18	59
AS-217	GR	Monocytes	GR_TET2a	C19	11
