Plate	Patient	Cell_type	Amplicon	Well	Count
AS-204	EL	NEs	EL_SRSF2	A1	1
AS-204	EL	NEs	EL_SRSF2	A2	22
AS-204	EL	NEs	EL_SRSF2	A3	5
AS-204	EL	NEs	EL_SRSF2	A4	0
AS-204	EL	NEs	EL_SRSF2	A5	0
AS-204	EL	NEs	EL_SRSF2	A6	1
AS-204	EL	NEs	EL_SRSF2	A7	1
AS-204	EL	NEs	EL_SRSF2	A8	4
AS-204	EL	NEs	EL_SRSF2	A9	7
AS-204	EL	NEs	EL_SRSF2	A10	0
AS-204	EL	NEs	EL_SRSF2	A11	0
AS-204	EL	NEs	EL_SRSF2	A12	30
AS-204	EL	NEs	EL_SRSF2	A13	2
AS-204	EL	NEs	EL_SRSF2	A14	0
AS-204	EL	NEs	EL_SRSF2	A15	0
AS-204	EL	NEs	EL_SRSF2	A16	6
AS-204	EL	NEs	EL_SRSF2	A17	0
AS-204	EL	NEs	EL_SRSF2	A18	1
AS-204	EL	NEs	EL_SRSF2	A19	1
AS-204	EL	NEs	EL_SRSF2	A20	1
AS-204	EL	NEs	EL_SRSF2	A21	0
AS-204	EL	NEs	EL_SRSF2	A22	2
AS-204	EL	NEs	EL_SRSF2	A23	27
AS-204	EL	NEs	EL_SRSF2	A24	1
AS-204	EL	NEs	EL_SRSF2	B1	1
AS-204	EL	NEs	EL_SRSF2	B2	24
AS-204	EL	NEs	EL_SRSF2	B3	13
AS-204	EL	NEs	EL_SRSF2	B4	1
AS-204	EL	NEs	EL_SRSF2	B5	0
AS-204	EL	NEs	EL_SRSF2	B6	2
AS-204	EL	NEs	EL_SRSF2	B7	0
AS-204	EL	NEs	EL_SRSF2	B8	5
AS-204	EL	NEs	EL_SRSF2	B9	10
AS-204	EL	NEs	EL_SRSF2	B10	0
AS-204	EL	NEs	EL_SRSF2	B11	0
AS-204	EL	NEs	EL_SRSF2	B12	36
AS-204	EL	NEs	EL_SRSF2	B13	2
AS-204	EL	NEs	EL_SRSF2	B14	0
AS-204	EL	NEs	EL_SRSF2	B15	0
AS-204	EL	NEs	EL_SRSF2	B16	20
AS-204	EL	NEs	EL_SRSF2	B17	0
AS-204	EL	NEs	EL_SRSF2	B18	2
AS-204	EL	NEs	EL_SRSF2	B19	6
AS-204	EL	NEs	EL_SRSF2	B20	11
AS-204	EL	NEs	EL_SRSF2	B21	0
AS-204	EL	NEs	EL_SRSF2	B22	1
AS-204	EL	NEs	EL_SRSF2	B23	2
AS-204	EL	NEs	EL_SRSF2	B24	0
AS-204	EL	NEs	EL_SRSF2	C1	1
AS-204	EL	NEs	EL_SRSF2	C2	20
AS-204	EL	NEs	EL_SRSF2	C3	12
AS-204	EL	NEs	EL_SRSF2	C4	3
AS-204	EL	NEs	EL_SRSF2	C5	0
AS-204	EL	NEs	EL_SRSF2	C6	2
AS-204	EL	NEs	EL_SRSF2	C7	0
AS-204	EL	NEs	EL_SRSF2	C8	6
AS-204	EL	NEs	EL_SRSF2	C9	7
AS-204	EL	NEs	EL_SRSF2	C10	0
AS-204	EL	NEs	EL_SRSF2	C11	0
AS-204	EL	NEs	EL_SRSF2	C12	32
AS-204	EL	NEs	EL_SRSF2	C13	7
AS-204	EL	NEs	EL_SRSF2	C14	0
AS-204	EL	NEs	EL_SRSF2	C15	0
AS-204	EL	NEs	EL_SRSF2	C16	18
AS-204	EL	NEs	EL_SRSF2	C17	5
AS-204	EL	NEs	EL_SRSF2	C18	7
AS-204	EL	NEs	EL_SRSF2	C19	5
AS-204	EL	NEs	EL_SRSF2	C20	4
AS-204	EL	NEs	EL_SRSF2	C21	2
AS-204	EL	NEs	EL_SRSF2	C22	3
AS-204	EL	NEs	EL_SRSF2	C23	0
