Plate	Patient	Cell_type	Amplicon	Well	Count
AS-219	GR	nBCs	GR_TET2a	A1	0
AS-219	GR	nBCs	GR_TET2a	A2	0
AS-219	GR	nBCs	GR_TET2a	A3	0
AS-219	GR	nBCs	GR_TET2a	A4	1
AS-219	GR	nBCs	GR_TET2a	A5	1
AS-219	GR	nBCs	GR_TET2a	A6	0
AS-219	GR	nBCs	GR_TET2a	A7	0
AS-219	GR	nBCs	GR_TET2a	A8	0
AS-219	GR	nBCs	GR_TET2a	A9	2
AS-219	GR	nBCs	GR_TET2a	A10	0
AS-219	GR	nBCs	GR_TET2a	A11	0
AS-219	GR	nBCs	GR_TET2a	A12	0
AS-219	GR	nBCs	GR_TET2a	A13	0
AS-219	GR	nBCs	GR_TET2a	A14	0
AS-219	GR	nBCs	GR_TET2a	A15	0
AS-219	GR	nBCs	GR_TET2a	A16	0
AS-219	GR	nBCs	GR_TET2a	A17	1
AS-219	GR	nBCs	GR_TET2a	A18	1
AS-219	GR	nBCs	GR_TET2a	A19	0
AS-219	GR	nBCs	GR_TET2a	A20	0
AS-219	GR	nBCs	GR_TET2a	A21	0
AS-219	GR	nBCs	GR_TET2a	A22	0
AS-219	GR	nBCs	GR_TET2a	A23	0
AS-219	GR	nBCs	GR_TET2a	A24	0
AS-219	GR	nBCs	GR_TET2a	B1	0
AS-219	GR	nBCs	GR_TET2a	B2	98
AS-219	GR	nBCs	GR_TET2a	B3	0
AS-219	GR	nBCs	GR_TET2a	B4	1
AS-219	GR	nBCs	GR_TET2a	B5	0
AS-219	GR	nBCs	GR_TET2a	B6	0
AS-219	GR	nBCs	GR_TET2a	B7	1
AS-219	GR	nBCs	GR_TET2a	B8	0
AS-219	GR	nBCs	GR_TET2a	B9	2
AS-219	GR	nBCs	GR_TET2a	B10	0
AS-219	GR	nBCs	GR_TET2a	B11	0
AS-219	GR	nBCs	GR_TET2a	B12	4
AS-219	GR	nBCs	GR_TET2a	B13	5
AS-219	GR	nBCs	GR_TET2a	B14	0
AS-219	GR	nBCs	GR_TET2a	B15	0
AS-219	GR	nBCs	GR_TET2a	B16	1
AS-219	GR	nBCs	GR_TET2a	B17	0
AS-219	GR	nBCs	GR_TET2a	B18	0
AS-219	GR	nBCs	GR_TET2a	B19	0
AS-219	GR	nBCs	GR_TET2a	B20	0
AS-219	GR	nBCs	GR_TET2a	B21	0
AS-219	GR	nBCs	GR_TET2a	B22	0
AS-219	GR	nBCs	GR_TET2a	B23	1
AS-219	GR	nBCs	GR_TET2a	B24	14
AS-219	GR	nBCs	GR_TET2a	C1	2
AS-219	GR	nBCs	GR_TET2a	C2	1
AS-219	GR	nBCs	GR_TET2a	C3	0
AS-219	GR	nBCs	GR_TET2a	C4	6
AS-219	GR	nBCs	GR_TET2a	C5	152
AS-219	GR	nBCs	GR_TET2a	C6	3
AS-219	GR	nBCs	GR_TET2a	C7	4
AS-219	GR	nBCs	GR_TET2a	C8	2
AS-219	GR	nBCs	GR_TET2a	C9	2
AS-219	GR	nBCs	GR_TET2a	C10	0
AS-219	GR	nBCs	GR_TET2a	C11	0
AS-219	GR	nBCs	GR_TET2a	C12	2
AS-219	GR	nBCs	GR_TET2a	C13	3
AS-219	GR	nBCs	GR_TET2a	C14	0
AS-219	GR	nBCs	GR_TET2a	C15	0
AS-219	GR	nBCs	GR_TET2a	C16	0
AS-219	GR	nBCs	GR_TET2a	C17	1
AS-219	GR	nBCs	GR_TET2a	C18	4
AS-219	GR	nBCs	GR_TET2a	C19	1
AS-219	GR	nBCs	GR_TET2a	C20	1
AS-219	GR	nBCs	GR_TET2a	C21	0
AS-219	GR	nBCs	GR_TET2a	C22	1
AS-219	GR	nBCs	GR_TET2a	C23	0
AS-219	GR	nBCs	GR_TET2a	C24	1
AS-219	GR	nBCs	GR_TET2a	D1	0
AS-219	GR	nBCs	GR_TET2a	D2	0
AS-219	GR	nBCs	GR_TET2a	D3	0
AS-219	GR	nBCs	GR_TET2a	D4	1
AS-219	GR	nBCs	GR_TET2a	D5	0
AS-219	GR	nBCs	GR_TET2a	D6	2
AS-219	GR	nBCs	GR_TET2a	D7	0
AS-219	GR	nBCs	GR_TET2a	D8	1
AS-219	GR	nBCs	GR_TET2a	D9	2
AS-219	GR	nBCs	GR_TET2a	D10	0
AS-219	GR	nBCs	GR_TET2a	D11	0
AS-219	GR	nBCs	GR_TET2a	D12	8
AS-219	GR	nBCs	GR_TET2a	D13	2
AS-219	GR	nBCs	GR_TET2a	D14	1
AS-219	GR	nBCs	GR_TET2a	D15	0
AS-219	GR	nBCs	GR_TET2a	D16	3
AS-219	GR	nBCs	GR_TET2a	D17	0
AS-219	GR	nBCs	GR_TET2a	D18	1
AS-219	GR	nBCs	GR_TET2a	D19	0
AS-219	GR	nBCs	GR_TET2a	D20	1
AS-219	GR	nBCs	GR_TET2a	D21	0
AS-219	GR	nBCs	GR_TET2a	D22	0
AS-219	GR	nBCs	GR_TET2a	D23	0
